,Present_Price
1,9.54
3,4.15
8,8.89
12,9.94
14,7.21
15,10.79
16,10.79
18,5.09
22,8.01
23,3.46
28,3.95
30,5.98
38,3.76
39,7.98
41,3.98
46,4.89
50,30.61
51,30.61
59,35.96
60,18.61
61,7.7
65,6.95
66,23.15
69,20.91
71,12.48
91,16.09
93,30.61
94,22.78
96,25.39
98,18.61
106,3.45
111,1.5
117,1.9
119,1.9
124,1.75
128,0.87
130,0.87
132,0.95
135,0.74
138,0.87
139,0.95
140,1.2
143,0.84
145,0.81
147,0.84
150,0.826
155,0.51
158,0.54
160,0.95
168,0.73
173,0.51
175,0.787
177,0.57
180,0.51
185,0.58
186,0.52
188,0.57
194,0.787
199,0.58
201,6.79
205,5.7
208,8.1
209,5.7
213,6.79
217,4.43
219,9.4
220,4.43
223,9.4
226,5.7
229,6.79
231,9.4
233,5.7
236,4.43
241,7.13
242,7.13
244,9.4
245,9.4
251,9.9
260,13.6
262,5.8
263,7.7
278,8.4
284,5.9
290,6.4
291,6.1
292,8.4
296,11.6
297,5.9
299,12.5
