,Present_Price
0,5.59
2,9.85
4,6.87
5,9.83
6,8.12
7,8.61
9,8.92
10,3.6
11,10.38
13,7.71
17,10.79
19,7.98
20,3.95
21,5.71
24,4.41
25,4.99
26,5.87
27,6.49
29,10.38
31,4.89
32,7.49
33,9.95
34,8.06
35,7.74
36,7.2
37,2.28
40,7.87
42,7.15
43,8.06
44,2.69
45,12.04
47,4.15
48,7.71
49,9.29
52,19.77
53,30.61
54,10.21
55,15.04
56,7.27
57,18.54
58,6.8
62,35.96
63,35.96
64,36.23
67,20.45
68,13.74
70,6.76
72,18.61
73,5.71
74,8.93
75,6.8
76,14.68
77,12.35
78,22.83
79,30.61
80,14.89
81,7.85
82,25.39
83,13.46
84,13.46
85,23.73
86,92.6
87,13.74
88,6.05
89,6.76
90,18.61
92,13.7
95,18.61
97,18.64
99,20.45
100,1.9
101,1.82
102,1.78
103,1.6
104,1.47
105,2.37
107,1.5
108,1.5
109,1.47
110,1.78
112,2.4
113,1.4
114,1.47
115,1.47
116,1.47
118,1.47
120,1.26
121,1.5
122,1.17
123,1.47
125,1.75
126,0.95
127,0.8
129,0.84
131,0.82
133,0.95
134,0.81
136,1.2
137,0.787
141,0.8
142,0.84
144,0.99
146,0.787
148,0.94
149,0.94
151,0.55
152,0.99
153,0.99
154,0.88
156,0.52
157,0.84
159,0.51
161,0.826
162,0.99
163,0.95
164,0.54
165,0.54
166,0.55
167,0.81
169,0.54
170,0.83
171,0.55
172,0.64
174,0.72
176,1.05
178,0.52
179,1.05
181,0.48
182,0.58
183,0.47
184,0.75
187,0.51
189,0.57
190,0.75
191,0.57
192,0.75
193,0.65
195,0.32
196,0.52
197,0.51
198,0.57
200,0.75
202,5.7
203,4.6
204,4.43
206,7.13
207,5.7
210,4.6
211,14.79
212,13.6
214,5.7
215,9.4
216,4.43
218,9.4
221,6.79
222,7.6
224,9.4
225,4.6
227,4.43
228,9.4
230,9.4
232,14.79
234,5.7
235,9.4
237,13.6
238,9.4
239,4.43
240,9.4
243,7.6
246,6.79
247,9.4
248,4.6
249,7.6
250,13.6
252,6.82
253,9.9
254,9.9
255,5.35
256,13.6
257,13.6
258,13.6
259,7.0
261,5.97
264,7.0
265,8.7
266,7.0
267,9.4
268,5.8
269,10.0
270,10.0
271,10.0
272,10.0
273,7.5
274,6.8
275,13.6
276,13.6
277,13.6
279,13.6
280,5.9
281,7.6
282,14.0
283,11.8
285,8.5
286,7.9
287,7.5
288,13.6
289,13.6
293,9.9
294,6.8
295,13.09
298,11.0
300,5.9
