,Year,Selling_Price,Present_Price,Kms_Driven,Owner
1,2013,4.75,9.54,43000,0
3,2011,2.85,4.15,5200,0
8,2016,8.75,8.89,20273,0
12,2015,7.5,9.94,15000,0
14,2009,2.25,7.21,77427,0
15,2016,7.75,10.79,43000,0
16,2015,7.25,10.79,41678,0
18,2015,3.25,5.09,35500,0
22,2011,4.4,8.01,50000,0
23,2014,2.5,3.46,45280,0
28,2010,1.95,3.95,44542,0
30,2012,3.1,5.98,51439,0
38,2016,3.0,3.76,10079,0
39,2003,2.25,7.98,62000,0
41,2014,2.55,3.98,46706,0
46,2013,2.65,4.89,64532,0
50,2012,14.9,30.61,104707,0
51,2015,23.0,30.61,40000,0
59,2014,19.99,35.96,41000,0
60,2013,6.95,18.61,40001,0
61,2015,4.5,7.7,40588,0
65,2014,4.75,6.95,45000,0
66,2017,19.75,23.15,11000,0
69,2016,14.25,20.91,12000,0
71,2011,4.5,12.48,45000,0
91,2014,11.25,16.09,58242,0
93,2015,23.0,30.61,40000,0
94,2008,4.0,22.78,89000,0
96,2016,20.75,25.39,29000,0
98,2013,7.05,18.61,45000,0
106,2014,1.35,3.45,16500,1
111,2016,1.15,1.5,8700,0
117,2015,1.1,1.9,14000,0
119,2013,1.05,1.9,5400,0
124,2012,0.95,1.75,11500,0
128,2017,0.8,0.87,3000,0
130,2017,0.75,0.87,11000,0
132,2017,0.75,0.95,3500,0
135,2015,0.65,0.74,5000,0
138,2016,0.6,0.87,15000,0
139,2015,0.6,0.95,16600,0
140,2013,0.6,1.2,32000,0
143,2016,0.6,0.84,25000,0
145,2012,0.6,0.81,19000,0
147,2015,0.55,0.84,58000,0
150,2011,0.5,0.826,6000,0
155,2017,0.48,0.51,4300,0
158,2017,0.48,0.54,8600,0
160,2011,0.45,0.95,24000,0
168,2013,0.42,0.73,12000,0
173,2017,0.4,0.51,1300,0
175,2011,0.38,0.787,75000,0
177,2016,0.35,0.57,24000,0
180,2012,0.3,0.51,60000,0
185,2008,0.25,0.58,1900,0
186,2010,0.25,0.52,22000,0
188,2013,0.25,0.57,18000,0
194,2008,0.2,0.787,50000,0
199,2007,0.12,0.58,53000,0
201,2010,3.25,6.79,58000,1
205,2016,5.25,5.7,3493,1
208,2017,7.9,8.1,3435,0
209,2015,4.85,5.7,21125,0
213,2011,2.9,6.79,31604,0
217,2016,3.15,4.43,15000,0
219,2012,4.5,9.4,36000,0
220,2017,3.5,4.43,38488,0
223,2015,8.25,9.4,61381,0
226,2015,5.25,5.7,24678,0
229,2012,3.1,6.79,52132,0
231,2017,9.25,9.4,15001,0
233,2013,3.9,5.7,53000,0
236,2016,3.1,4.43,11849,0
241,2015,4.75,7.13,35866,1
242,2014,4.4,7.13,34000,0
244,2013,5.95,9.4,49000,0
245,2012,5.2,9.4,71000,0
251,2013,5.0,9.9,56701,0
260,2016,9.15,13.6,29223,0
262,2015,4.0,5.8,40023,0
263,2016,6.6,7.7,16002,0
278,2016,6.0,8.4,4000,0
284,2013,3.5,5.9,9800,0
290,2014,4.5,6.4,19000,0
291,2015,5.4,6.1,31427,0
292,2016,6.4,8.4,12000,0
296,2016,9.5,11.6,33988,0
297,2015,4.0,5.9,60000,0
299,2017,11.5,12.5,9000,0
