,Present_Price
0,5.59
1,9.54
2,9.85
3,4.15
4,6.87
7,8.61
8,8.89
9,8.92
10,3.6
11,10.38
15,10.79
16,10.79
17,10.79
19,7.98
20,3.95
23,3.46
24,4.41
25,4.99
26,5.87
27,6.49
29,10.38
30,5.98
31,4.89
32,7.49
33,9.95
34,8.06
36,7.2
37,2.28
38,3.76
40,7.87
41,3.98
43,8.06
44,2.69
46,4.89
47,4.15
48,7.71
49,9.29
50,30.61
51,30.61
52,19.77
53,30.61
54,10.21
55,15.04
57,18.54
58,6.8
61,7.7
64,36.23
66,23.15
69,20.91
70,6.76
71,12.48
72,18.61
73,5.71
74,8.93
75,6.8
76,14.68
77,12.35
78,22.83
79,30.61
80,14.89
81,7.85
83,13.46
84,13.46
85,23.73
86,92.6
87,13.74
89,6.76
90,18.61
91,16.09
92,13.7
94,22.78
95,18.61
96,25.39
97,18.64
98,18.61
100,1.9
102,1.78
103,1.6
104,1.47
106,3.45
107,1.5
108,1.5
109,1.47
111,1.5
113,1.4
114,1.47
115,1.47
117,1.9
118,1.47
119,1.9
120,1.26
121,1.5
122,1.17
123,1.47
124,1.75
125,1.75
126,0.95
127,0.8
128,0.87
129,0.84
131,0.82
133,0.95
134,0.81
135,0.74
136,1.2
137,0.787
140,1.2
141,0.8
142,0.84
143,0.84
146,0.787
147,0.84
148,0.94
149,0.94
150,0.826
151,0.55
152,0.99
153,0.99
154,0.88
155,0.51
156,0.52
157,0.84
158,0.54
159,0.51
160,0.95
161,0.826
162,0.99
163,0.95
165,0.54
166,0.55
167,0.81
168,0.73
169,0.54
170,0.83
172,0.64
173,0.51
174,0.72
176,1.05
177,0.57
179,1.05
180,0.51
181,0.48
182,0.58
183,0.47
184,0.75
185,0.58
187,0.51
189,0.57
190,0.75
191,0.57
192,0.75
193,0.65
196,0.52
197,0.51
198,0.57
199,0.58
200,0.75
202,5.7
203,4.6
204,4.43
205,5.7
206,7.13
207,5.7
208,8.1
209,5.7
210,4.6
211,14.79
212,13.6
214,5.7
215,9.4
216,4.43
217,4.43
219,9.4
220,4.43
221,6.79
222,7.6
223,9.4
224,9.4
226,5.7
227,4.43
228,9.4
229,6.79
230,9.4
231,9.4
232,14.79
233,5.7
235,9.4
236,4.43
237,13.6
238,9.4
239,4.43
240,9.4
241,7.13
242,7.13
243,7.6
244,9.4
245,9.4
246,6.79
248,4.6
249,7.6
251,9.9
252,6.82
253,9.9
254,9.9
255,5.35
256,13.6
257,13.6
258,13.6
260,13.6
261,5.97
264,7.0
266,7.0
268,5.8
269,10.0
270,10.0
271,10.0
275,13.6
276,13.6
279,13.6
280,5.9
283,11.8
284,5.9
285,8.5
286,7.9
287,7.5
289,13.6
290,6.4
292,8.4
293,9.9
294,6.8
295,13.09
296,11.6
297,5.9
298,11.0
299,12.5
300,5.9
