,Present_Price
5,9.83
6,8.12
12,9.94
13,7.71
14,7.21
18,5.09
21,5.71
22,8.01
28,3.95
35,7.74
39,7.98
42,7.15
45,12.04
56,7.27
59,35.96
60,18.61
62,35.96
63,35.96
65,6.95
67,20.45
68,13.74
82,25.39
88,6.05
93,30.61
99,20.45
101,1.82
105,2.37
110,1.78
112,2.4
116,1.47
130,0.87
132,0.95
138,0.87
139,0.95
144,0.99
145,0.81
164,0.54
171,0.55
175,0.787
178,0.52
186,0.52
188,0.57
194,0.787
195,0.32
201,6.79
213,6.79
218,9.4
225,4.6
234,5.7
247,9.4
250,13.6
259,7.0
262,5.8
263,7.7
265,8.7
267,9.4
272,10.0
273,7.5
274,6.8
277,13.6
278,8.4
281,7.6
282,14.0
288,13.6
291,6.1
