,Year,Selling_Price,Present_Price,Kms_Driven,Owner
2,2017,7.25,9.85,6900,0
9,2015,7.45,8.92,42367,0
10,2017,2.85,3.6,2135,0
15,2016,7.75,10.79,43000,0
17,2016,7.75,10.79,43000,0
21,2017,4.9,5.71,2400,0
22,2011,4.4,8.01,50000,0
23,2014,2.5,3.46,45280,0
27,2017,6.0,6.49,16200,0
30,2012,3.1,5.98,51439,0
35,2011,2.95,7.74,49998,0
37,2003,0.35,2.28,127000,0
38,2016,3.0,3.76,10079,0
45,2014,7.5,12.04,15000,0
52,2017,18.0,19.77,15000,0
58,2014,4.1,6.8,39485,1
61,2015,4.5,7.7,40588,0
63,2015,23.5,35.96,47000,0
65,2014,4.75,6.95,45000,0
72,2013,7.45,18.61,56001,0
81,2015,4.75,7.85,40000,0
82,2017,23.0,25.39,15000,0
84,2005,3.49,13.46,197176,0
85,2006,2.5,23.73,142000,3
102,2017,1.65,1.78,4000,0
107,2013,1.25,1.5,15000,0
110,2016,1.2,1.78,6000,0
111,2016,1.15,1.5,8700,0
115,2015,1.11,1.47,17500,0
121,2011,1.05,1.5,6900,0
123,2013,1.0,1.47,46500,0
124,2012,0.95,1.75,11500,0
126,2017,0.9,0.95,1300,0
133,2016,0.72,0.95,500,0
135,2015,0.65,0.74,5000,0
136,2014,0.65,1.2,23500,0
149,2016,0.51,0.94,24000,0
152,2012,0.5,0.99,13000,0
155,2017,0.48,0.51,4300,0
156,2017,0.48,0.52,15000,0
157,2015,0.48,0.84,23000,0
159,2017,0.45,0.51,4000,0
163,2010,0.45,0.95,27000,0
165,2016,0.45,0.54,500,0
174,2015,0.38,0.72,38600,0
182,2013,0.3,0.58,30000,0
187,2013,0.25,0.51,32000,0
199,2007,0.12,0.58,53000,0
201,2010,3.25,6.79,58000,1
207,2015,5.15,5.7,34797,0
211,2015,11.75,14.79,43535,0
213,2011,2.9,6.79,31604,0
216,2016,2.9,4.43,12500,0
217,2016,3.15,4.43,15000,0
219,2012,4.5,9.4,36000,0
224,2013,5.11,9.4,36198,0
226,2015,5.25,5.7,24678,0
227,2011,2.55,4.43,57000,0
229,2012,3.1,6.79,52132,0
236,2016,3.1,4.43,11849,0
238,2013,4.8,9.4,60241,0
239,2012,2.0,4.43,23709,0
240,2012,5.35,9.4,32322,0
241,2015,4.75,7.13,35866,1
243,2016,6.25,7.6,7000,0
246,2012,3.75,6.79,35000,0
253,2014,7.2,9.9,48000,0
255,2012,3.0,5.35,53675,0
259,2014,3.9,7.0,36054,0
260,2016,9.15,13.6,29223,0
263,2016,6.6,7.7,16002,0
264,2015,4.0,7.0,40026,0
266,2014,3.65,7.0,35000,0
274,2014,5.3,6.8,16500,0
277,2015,9.7,13.6,21780,0
280,2015,5.25,5.9,14465,0
283,2016,8.99,11.8,9010,0
286,2016,5.65,7.9,28569,0
289,2016,10.11,13.6,10980,0
291,2015,5.4,6.1,31427,0
293,2010,3.25,9.9,38000,0
