,Present_Price
2,9.85
9,8.92
10,3.6
15,10.79
17,10.79
21,5.71
22,8.01
23,3.46
27,6.49
30,5.98
35,7.74
37,2.28
38,3.76
45,12.04
52,19.77
58,6.8
61,7.7
63,35.96
65,6.95
72,18.61
81,7.85
82,25.39
84,13.46
85,23.73
102,1.78
107,1.5
110,1.78
111,1.5
115,1.47
121,1.5
123,1.47
124,1.75
126,0.95
133,0.95
135,0.74
136,1.2
149,0.94
152,0.99
155,0.51
156,0.52
157,0.84
159,0.51
163,0.95
165,0.54
174,0.72
182,0.58
187,0.51
199,0.58
201,6.79
207,5.7
211,14.79
213,6.79
216,4.43
217,4.43
219,9.4
224,9.4
226,5.7
227,4.43
229,6.79
236,4.43
238,9.4
239,4.43
240,9.4
241,7.13
243,7.6
246,6.79
253,9.9
255,5.35
259,7.0
260,13.6
263,7.7
264,7.0
266,7.0
274,6.8
277,13.6
280,5.9
283,11.8
286,7.9
289,13.6
291,6.1
293,9.9
