,Year,Selling_Price,Present_Price,Kms_Driven,Owner
5,2018,9.25,9.83,2071,0
7,2015,6.5,8.61,33429,0
8,2016,8.75,8.89,20273,0
20,2016,2.85,3.95,25000,0
23,2014,2.5,3.46,45280,0
27,2017,6.0,6.49,16200,0
30,2012,3.1,5.98,51439,0
32,2014,4.95,7.49,39000,0
35,2011,2.95,7.74,49998,0
36,2015,4.65,7.2,48767,0
37,2003,0.35,2.28,127000,0
43,2014,5.5,8.06,45780,0
48,2015,5.8,7.71,25870,0
55,2009,3.6,15.04,70000,0
57,2010,4.75,18.54,50000,0
62,2014,18.75,35.96,78000,0
69,2016,14.25,20.91,12000,0
70,2014,3.95,6.76,71000,0
72,2013,7.45,18.61,56001,0
75,2015,3.95,6.8,36000,0
77,2004,1.5,12.35,135154,0
79,2012,14.5,30.61,89000,0
81,2015,4.75,7.85,40000,0
82,2017,23.0,25.39,15000,0
84,2005,3.49,13.46,197176,0
85,2006,2.5,23.73,142000,3
88,2013,3.45,6.05,47000,0
92,2005,3.51,13.7,75000,0
104,2017,1.35,1.47,4100,0
110,2016,1.2,1.78,6000,0
111,2016,1.15,1.5,8700,0
117,2015,1.1,1.9,14000,0
119,2013,1.05,1.9,5400,0
134,2017,0.65,0.81,11800,0
138,2016,0.6,0.87,15000,0
149,2016,0.51,0.94,24000,0
151,2016,0.5,0.55,31000,0
152,2012,0.5,0.99,13000,0
153,2013,0.5,0.99,45000,0
154,2014,0.5,0.88,8000,0
157,2015,0.48,0.84,23000,0
158,2017,0.48,0.54,8600,0
160,2011,0.45,0.95,24000,0
161,2014,0.45,0.826,23000,0
166,2016,0.45,0.55,1000,0
168,2013,0.42,0.73,12000,0
172,2014,0.4,0.64,13700,0
173,2017,0.4,0.51,1300,0
178,2014,0.35,0.52,19000,0
182,2013,0.3,0.58,30000,0
185,2008,0.25,0.58,1900,0
193,2013,0.2,0.65,24000,1
194,2008,0.2,0.787,50000,0
195,2015,0.18,0.32,35000,0
205,2016,5.25,5.7,3493,1
206,2017,5.75,7.13,12479,0
210,2012,3.1,4.6,35775,0
212,2016,11.25,13.6,22671,0
216,2016,2.9,4.43,12500,0
217,2016,3.15,4.43,15000,0
221,2013,4.5,6.79,32000,0
222,2014,6.0,7.6,77632,0
228,2012,4.95,9.4,60000,0
244,2013,5.95,9.4,49000,0
248,2013,4.0,4.6,30000,0
257,2015,8.5,13.6,40324,0
259,2014,3.9,7.0,36054,0
260,2016,9.15,13.6,29223,0
261,2016,5.5,5.97,5600,0
265,2017,6.5,8.7,21200,0
270,2011,4.1,10.0,69341,0
273,2010,2.25,7.5,61203,0
279,2014,6.25,13.6,40126,0
280,2015,5.25,5.9,14465,0
287,2015,5.75,7.5,44000,0
289,2016,10.11,13.6,10980,0
291,2015,5.4,6.1,31427,0
294,2014,3.75,6.8,33019,0
297,2015,4.0,5.9,60000,0
