,Present_Price
0,5.59
1,9.54
2,9.85
3,4.15
4,6.87
6,8.12
9,8.92
10,3.6
11,10.38
12,9.94
13,7.71
14,7.21
15,10.79
16,10.79
17,10.79
18,5.09
19,7.98
21,5.71
22,8.01
24,4.41
25,4.99
26,5.87
28,3.95
29,10.38
31,4.89
33,9.95
34,8.06
38,3.76
39,7.98
40,7.87
41,3.98
42,7.15
44,2.69
45,12.04
46,4.89
47,4.15
49,9.29
50,30.61
51,30.61
52,19.77
53,30.61
54,10.21
56,7.27
58,6.8
59,35.96
60,18.61
61,7.7
63,35.96
64,36.23
65,6.95
66,23.15
67,20.45
68,13.74
71,12.48
73,5.71
74,8.93
76,14.68
78,22.83
80,14.89
83,13.46
86,92.6
87,13.74
89,6.76
90,18.61
91,16.09
93,30.61
94,22.78
95,18.61
96,25.39
97,18.64
98,18.61
99,20.45
100,1.9
101,1.82
102,1.78
103,1.6
105,2.37
106,3.45
107,1.5
108,1.5
109,1.47
112,2.4
113,1.4
114,1.47
115,1.47
116,1.47
118,1.47
120,1.26
121,1.5
122,1.17
123,1.47
124,1.75
125,1.75
126,0.95
127,0.8
128,0.87
129,0.84
130,0.87
131,0.82
132,0.95
133,0.95
135,0.74
136,1.2
137,0.787
139,0.95
140,1.2
141,0.8
142,0.84
143,0.84
144,0.99
145,0.81
146,0.787
147,0.84
148,0.94
150,0.826
155,0.51
156,0.52
159,0.51
162,0.99
163,0.95
164,0.54
165,0.54
167,0.81
169,0.54
170,0.83
171,0.55
174,0.72
175,0.787
176,1.05
177,0.57
179,1.05
180,0.51
181,0.48
183,0.47
184,0.75
186,0.52
187,0.51
188,0.57
189,0.57
190,0.75
191,0.57
192,0.75
196,0.52
197,0.51
198,0.57
199,0.58
200,0.75
201,6.79
202,5.7
203,4.6
204,4.43
207,5.7
208,8.1
209,5.7
211,14.79
213,6.79
214,5.7
215,9.4
218,9.4
219,9.4
220,4.43
223,9.4
224,9.4
225,4.6
226,5.7
227,4.43
229,6.79
230,9.4
231,9.4
232,14.79
233,5.7
234,5.7
235,9.4
236,4.43
237,13.6
238,9.4
239,4.43
240,9.4
241,7.13
242,7.13
243,7.6
245,9.4
246,6.79
247,9.4
249,7.6
250,13.6
251,9.9
252,6.82
253,9.9
254,9.9
255,5.35
256,13.6
258,13.6
262,5.8
263,7.7
264,7.0
266,7.0
267,9.4
268,5.8
269,10.0
271,10.0
272,10.0
274,6.8
275,13.6
276,13.6
277,13.6
278,8.4
281,7.6
282,14.0
283,11.8
284,5.9
285,8.5
286,7.9
288,13.6
290,6.4
292,8.4
293,9.9
295,13.09
296,11.6
298,11.0
299,12.5
300,5.9
