,Present_Price
5,9.83
7,8.61
8,8.89
20,3.95
23,3.46
27,6.49
30,5.98
32,7.49
35,7.74
36,7.2
37,2.28
43,8.06
48,7.71
55,15.04
57,18.54
62,35.96
69,20.91
70,6.76
72,18.61
75,6.8
77,12.35
79,30.61
81,7.85
82,25.39
84,13.46
85,23.73
88,6.05
92,13.7
104,1.47
110,1.78
111,1.5
117,1.9
119,1.9
134,0.81
138,0.87
149,0.94
151,0.55
152,0.99
153,0.99
154,0.88
157,0.84
158,0.54
160,0.95
161,0.826
166,0.55
168,0.73
172,0.64
173,0.51
178,0.52
182,0.58
185,0.58
193,0.65
194,0.787
195,0.32
205,5.7
206,7.13
210,4.6
212,13.6
216,4.43
217,4.43
221,6.79
222,7.6
228,9.4
244,9.4
248,4.6
257,13.6
259,7.0
260,13.6
261,5.97
265,8.7
270,10.0
273,7.5
279,13.6
280,5.9
287,7.5
289,13.6
291,6.1
294,6.8
297,5.9
