,Year,Selling_Price,Present_Price,Kms_Driven,Owner
2,2017,7.25,9.85,6900,0
6,2015,6.75,8.12,18796,0
12,2015,7.5,9.94,15000,0
13,2015,6.1,7.71,26000,0
15,2016,7.75,10.79,43000,0
18,2015,3.25,5.09,35500,0
21,2017,4.9,5.71,2400,0
22,2011,4.4,8.01,50000,0
24,2013,2.9,4.41,56879,0
28,2010,1.95,3.95,44542,0
32,2014,4.95,7.49,39000,0
42,2008,1.95,7.15,58000,0
44,2012,1.25,2.69,50000,0
50,2012,14.9,30.61,104707,0
51,2015,23.0,30.61,40000,0
54,2005,2.75,10.21,90000,0
56,2015,4.5,7.27,40534,0
57,2010,4.75,18.54,50000,0
62,2014,18.75,35.96,78000,0
67,2010,9.25,20.45,59000,0
72,2013,7.45,18.61,56001,0
92,2005,3.51,13.7,75000,0
95,2012,5.85,18.61,72000,0
97,2017,17.0,18.64,8700,0
101,2017,1.7,1.82,1400,0
102,2017,1.65,1.78,4000,0
103,2017,1.45,1.6,1200,0
111,2016,1.15,1.5,8700,0
115,2015,1.11,1.47,17500,0
135,2015,0.65,0.74,5000,0
139,2015,0.6,0.95,16600,0
140,2013,0.6,1.2,32000,0
141,2016,0.6,0.8,20000,0
143,2016,0.6,0.84,25000,0
145,2012,0.6,0.81,19000,0
146,2014,0.55,0.787,15000,0
155,2017,0.48,0.51,4300,0
164,2016,0.45,0.54,14000,0
169,2015,0.4,0.54,14000,0
170,2012,0.4,0.83,5500,0
172,2014,0.4,0.64,13700,0
173,2017,0.4,0.51,1300,0
174,2015,0.38,0.72,38600,0
175,2011,0.38,0.787,75000,0
177,2016,0.35,0.57,24000,0
179,2010,0.31,1.05,213000,0
185,2008,0.25,0.58,1900,0
190,2008,0.2,0.75,60000,0
196,2008,0.17,0.52,500000,0
198,2011,0.15,0.57,35000,1
203,2011,2.95,4.6,53460,0
204,2015,2.75,4.43,28282,0
205,2016,5.25,5.7,3493,1
209,2015,4.85,5.7,21125,0
213,2011,2.9,6.79,31604,0
215,2012,4.5,9.4,36100,0
216,2016,2.9,4.43,12500,0
229,2012,3.1,6.79,52132,0
231,2017,9.25,9.4,15001,0
239,2012,2.0,4.43,23709,0
245,2012,5.2,9.4,71000,0
247,2015,5.95,9.4,36000,0
249,2016,5.25,7.6,17000,0
250,2016,12.9,13.6,35934,0
253,2014,7.2,9.9,48000,0
255,2012,3.0,5.35,53675,0
258,2015,8.4,13.6,25000,0
259,2014,3.9,7.0,36054,0
261,2016,5.5,5.97,5600,0
264,2015,4.0,7.0,40026,0
265,2017,6.5,8.7,21200,0
266,2014,3.65,7.0,35000,0
270,2011,4.1,10.0,69341,0
271,2009,3.0,10.0,69562,0
285,2016,7.4,8.5,15059,0
294,2014,3.75,6.8,33019,0
295,2015,8.55,13.09,60076,0
297,2015,4.0,5.9,60000,0
