,Present_Price
2,9.85
6,8.12
12,9.94
13,7.71
15,10.79
18,5.09
21,5.71
22,8.01
24,4.41
28,3.95
32,7.49
42,7.15
44,2.69
50,30.61
51,30.61
54,10.21
56,7.27
57,18.54
62,35.96
67,20.45
72,18.61
92,13.7
95,18.61
97,18.64
101,1.82
102,1.78
103,1.6
111,1.5
115,1.47
135,0.74
139,0.95
140,1.2
141,0.8
143,0.84
145,0.81
146,0.787
155,0.51
164,0.54
169,0.54
170,0.83
172,0.64
173,0.51
174,0.72
175,0.787
177,0.57
179,1.05
185,0.58
190,0.75
196,0.52
198,0.57
203,4.6
204,4.43
205,5.7
209,5.7
213,6.79
215,9.4
216,4.43
229,6.79
231,9.4
239,4.43
245,9.4
247,9.4
249,7.6
250,13.6
253,9.9
255,5.35
258,13.6
259,7.0
261,5.97
264,7.0
265,8.7
266,7.0
270,10.0
271,10.0
285,8.5
294,6.8
295,13.09
297,5.9
