,Year,Selling_Price,Present_Price,Kms_Driven,Owner
2,2017,7.25,9.85,6900,0
4,2014,4.6,6.87,42450,0
5,2018,9.25,9.83,2071,0
7,2015,6.5,8.61,33429,0
8,2016,8.75,8.89,20273,0
9,2015,7.45,8.92,42367,0
12,2015,7.5,9.94,15000,0
14,2009,2.25,7.21,77427,0
23,2014,2.5,3.46,45280,0
27,2017,6.0,6.49,16200,0
30,2012,3.1,5.98,51439,0
33,2014,6.0,9.95,45000,0
34,2014,5.5,8.06,45000,0
38,2016,3.0,3.76,10079,0
39,2003,2.25,7.98,62000,0
45,2014,7.5,12.04,15000,0
46,2013,2.65,4.89,64532,0
49,2017,7.75,9.29,37000,0
62,2014,18.75,35.96,78000,0
63,2015,23.5,35.96,47000,0
64,2017,33.0,36.23,6000,0
68,2011,4.35,13.74,88000,0
70,2014,3.95,6.76,71000,0
74,2014,4.9,8.93,83000,0
76,2013,5.5,14.68,72000,0
78,2010,5.25,22.83,80000,0
85,2006,2.5,23.73,142000,3
91,2014,11.25,16.09,58242,0
92,2005,3.51,13.7,75000,0
94,2008,4.0,22.78,89000,0
99,2010,9.65,20.45,50024,0
103,2017,1.45,1.6,1200,0
106,2014,1.35,3.45,16500,1
108,2016,1.2,1.5,18000,0
109,2017,1.2,1.47,11000,0
116,2013,1.1,1.47,33000,0
119,2013,1.05,1.9,5400,0
120,2016,1.05,1.26,5700,0
130,2017,0.75,0.87,11000,0
132,2017,0.75,0.95,3500,0
133,2016,0.72,0.95,500,0
135,2015,0.65,0.74,5000,0
138,2016,0.6,0.87,15000,0
149,2016,0.51,0.94,24000,0
151,2016,0.5,0.55,31000,0
152,2012,0.5,0.99,13000,0
158,2017,0.48,0.54,8600,0
176,2011,0.35,1.05,30000,0
180,2012,0.3,0.51,60000,0
182,2013,0.3,0.58,30000,0
189,2005,0.2,0.57,55000,0
190,2008,0.2,0.75,60000,0
191,2012,0.2,0.57,25000,1
193,2013,0.2,0.65,24000,1
197,2010,0.16,0.51,33000,0
199,2007,0.12,0.58,53000,0
201,2010,3.25,6.79,58000,1
204,2015,2.75,4.43,28282,0
208,2017,7.9,8.1,3435,0
212,2016,11.25,13.6,22671,0
213,2011,2.9,6.79,31604,0
219,2012,4.5,9.4,36000,0
222,2014,6.0,7.6,77632,0
227,2011,2.55,4.43,57000,0
232,2015,11.45,14.79,12900,0
241,2015,4.75,7.13,35866,1
244,2013,5.95,9.4,49000,0
253,2014,7.2,9.9,48000,0
259,2014,3.9,7.0,36054,0
262,2015,4.0,5.8,40023,0
264,2015,4.0,7.0,40026,0
269,2015,6.7,10.0,18828,0
275,2016,10.9,13.6,30753,0
276,2015,8.65,13.6,24800,0
284,2013,3.5,5.9,9800,0
290,2014,4.5,6.4,19000,0
294,2014,3.75,6.8,33019,0
295,2015,8.55,13.09,60076,0
300,2016,5.3,5.9,5464,0
