,Present_Price
3,4.15
4,6.87
5,9.83
6,8.12
7,8.61
8,8.89
9,8.92
10,3.6
12,9.94
15,10.79
16,10.79
17,10.79
18,5.09
19,7.98
21,5.71
22,8.01
23,3.46
24,4.41
25,4.99
26,5.87
29,10.38
32,7.49
33,9.95
34,8.06
35,7.74
36,7.2
37,2.28
38,3.76
39,7.98
41,3.98
43,8.06
45,12.04
46,4.89
47,4.15
48,7.71
51,30.61
52,19.77
55,15.04
56,7.27
57,18.54
58,6.8
59,35.96
60,18.61
61,7.7
62,35.96
63,35.96
65,6.95
67,20.45
71,12.48
72,18.61
73,5.71
74,8.93
75,6.8
76,14.68
78,22.83
80,14.89
81,7.85
82,25.39
83,13.46
84,13.46
86,92.6
87,13.74
88,6.05
89,6.76
91,16.09
92,13.7
93,30.61
96,25.39
97,18.64
99,20.45
100,1.9
103,1.6
104,1.47
105,2.37
107,1.5
108,1.5
109,1.47
110,1.78
111,1.5
112,2.4
114,1.47
115,1.47
117,1.9
119,1.9
120,1.26
122,1.17
123,1.47
124,1.75
125,1.75
126,0.95
127,0.8
130,0.87
131,0.82
132,0.95
134,0.81
135,0.74
136,1.2
137,0.787
138,0.87
139,0.95
140,1.2
144,0.99
145,0.81
146,0.787
147,0.84
148,0.94
149,0.94
150,0.826
151,0.55
152,0.99
153,0.99
154,0.88
155,0.51
156,0.52
157,0.84
159,0.51
160,0.95
161,0.826
165,0.54
167,0.81
168,0.73
169,0.54
170,0.83
171,0.55
172,0.64
173,0.51
174,0.72
176,1.05
177,0.57
179,1.05
180,0.51
181,0.48
183,0.47
184,0.75
185,0.58
186,0.52
187,0.51
188,0.57
189,0.57
190,0.75
191,0.57
192,0.75
194,0.787
195,0.32
196,0.52
199,0.58
200,0.75
201,6.79
202,5.7
203,4.6
205,5.7
206,7.13
208,8.1
209,5.7
210,4.6
211,14.79
213,6.79
215,9.4
216,4.43
217,4.43
219,9.4
220,4.43
221,6.79
222,7.6
223,9.4
224,9.4
225,4.6
227,4.43
229,6.79
230,9.4
231,9.4
232,14.79
233,5.7
235,9.4
236,4.43
238,9.4
239,4.43
240,9.4
241,7.13
243,7.6
244,9.4
246,6.79
249,7.6
250,13.6
251,9.9
252,6.82
254,9.9
255,5.35
256,13.6
257,13.6
258,13.6
259,7.0
262,5.8
263,7.7
265,8.7
266,7.0
267,9.4
269,10.0
270,10.0
271,10.0
272,10.0
273,7.5
274,6.8
275,13.6
277,13.6
278,8.4
279,13.6
280,5.9
281,7.6
282,14.0
283,11.8
284,5.9
287,7.5
288,13.6
289,13.6
291,6.1
292,8.4
293,9.9
295,13.09
296,11.6
297,5.9
298,11.0
299,12.5
