,Present_Price
0,5.59
1,9.54
2,9.85
11,10.38
13,7.71
14,7.21
20,3.95
27,6.49
28,3.95
30,5.98
31,4.89
40,7.87
42,7.15
44,2.69
49,9.29
50,30.61
53,30.61
54,10.21
64,36.23
66,23.15
68,13.74
69,20.91
70,6.76
77,12.35
79,30.61
85,23.73
90,18.61
94,22.78
95,18.61
98,18.61
101,1.82
102,1.78
106,3.45
113,1.4
116,1.47
118,1.47
121,1.5
128,0.87
129,0.84
133,0.95
141,0.8
142,0.84
143,0.84
158,0.54
162,0.99
163,0.95
164,0.54
166,0.55
175,0.787
178,0.52
182,0.58
193,0.65
197,0.51
198,0.57
204,4.43
207,5.7
212,13.6
214,5.7
218,9.4
226,5.7
228,9.4
234,5.7
237,13.6
242,7.13
245,9.4
247,9.4
248,4.6
253,9.9
260,13.6
261,5.97
264,7.0
268,5.8
276,13.6
285,8.5
286,7.9
290,6.4
294,6.8
300,5.9
