,Year,Selling_Price,Present_Price,Kms_Driven,Owner
0,2014,3.35,5.59,27000,0
1,2013,4.75,9.54,43000,0
2,2017,7.25,9.85,6900,0
11,2015,6.85,10.38,51000,0
13,2015,6.1,7.71,26000,0
14,2009,2.25,7.21,77427,0
20,2016,2.85,3.95,25000,0
27,2017,6.0,6.49,16200,0
28,2010,1.95,3.95,44542,0
30,2012,3.1,5.98,51439,0
31,2011,2.35,4.89,54200,0
40,2016,5.85,7.87,24524,0
42,2008,1.95,7.15,58000,0
44,2012,1.25,2.69,50000,0
49,2017,7.75,9.29,37000,0
50,2012,14.9,30.61,104707,0
53,2013,16.0,30.61,135000,0
54,2005,2.75,10.21,90000,0
64,2017,33.0,36.23,6000,0
66,2017,19.75,23.15,11000,0
68,2011,4.35,13.74,88000,0
69,2016,14.25,20.91,12000,0
70,2014,3.95,6.76,71000,0
77,2004,1.5,12.35,135154,0
79,2012,14.5,30.61,89000,0
85,2006,2.5,23.73,142000,3
90,2009,3.8,18.61,62000,0
94,2008,4.0,22.78,89000,0
95,2012,5.85,18.61,72000,0
98,2013,7.05,18.61,45000,0
101,2017,1.7,1.82,1400,0
102,2017,1.65,1.78,4000,0
106,2014,1.35,3.45,16500,1
113,2016,1.15,1.4,35000,0
116,2013,1.1,1.47,33000,0
118,2015,1.1,1.47,26000,0
121,2011,1.05,1.5,6900,0
128,2017,0.8,0.87,3000,0
129,2017,0.78,0.84,5000,0
133,2016,0.72,0.95,500,0
141,2016,0.6,0.8,20000,0
142,2015,0.6,0.84,29000,0
143,2016,0.6,0.84,25000,0
158,2017,0.48,0.54,8600,0
162,2012,0.45,0.99,14500,0
163,2010,0.45,0.95,27000,0
164,2016,0.45,0.54,14000,0
166,2016,0.45,0.55,1000,0
175,2011,0.38,0.787,75000,0
178,2014,0.35,0.52,19000,0
182,2013,0.3,0.58,30000,0
193,2013,0.2,0.65,24000,1
197,2010,0.16,0.51,33000,0
198,2011,0.15,0.57,35000,1
204,2015,2.75,4.43,28282,0
207,2015,5.15,5.7,34797,0
212,2016,11.25,13.6,22671,0
214,2017,5.25,5.7,20114,0
218,2014,6.45,9.4,45078,0
226,2015,5.25,5.7,24678,0
228,2012,4.95,9.4,60000,0
234,2015,5.5,5.7,4492,0
237,2015,11.25,13.6,68000,0
242,2014,4.4,7.13,34000,0
245,2012,5.2,9.4,71000,0
247,2015,5.95,9.4,36000,0
248,2013,4.0,4.6,30000,0
253,2014,7.2,9.9,48000,0
260,2016,9.15,13.6,29223,0
261,2016,5.5,5.97,5600,0
264,2015,4.0,7.0,40026,0
268,2017,4.8,5.8,19000,0
276,2015,8.65,13.6,24800,0
285,2016,7.4,8.5,15059,0
286,2016,5.65,7.9,28569,0
290,2014,4.5,6.4,19000,0
294,2014,3.75,6.8,33019,0
300,2016,5.3,5.9,5464,0
