,Present_Price
0,5.59
1,9.54
2,9.85
3,4.15
5,9.83
6,8.12
7,8.61
9,8.92
11,10.38
12,9.94
15,10.79
19,7.98
20,3.95
21,5.71
22,8.01
25,4.99
26,5.87
27,6.49
28,3.95
29,10.38
30,5.98
31,4.89
32,7.49
33,9.95
34,8.06
35,7.74
36,7.2
37,2.28
38,3.76
39,7.98
40,7.87
42,7.15
44,2.69
45,12.04
46,4.89
47,4.15
48,7.71
49,9.29
51,30.61
52,19.77
53,30.61
54,10.21
55,15.04
56,7.27
59,35.96
61,7.7
62,35.96
65,6.95
69,20.91
70,6.76
71,12.48
72,18.61
73,5.71
75,6.8
76,14.68
78,22.83
79,30.61
80,14.89
81,7.85
82,25.39
83,13.46
85,23.73
87,13.74
88,6.05
89,6.76
90,18.61
91,16.09
92,13.7
93,30.61
95,18.61
96,25.39
97,18.64
98,18.61
99,20.45
100,1.9
101,1.82
102,1.78
103,1.6
105,2.37
106,3.45
108,1.5
109,1.47
110,1.78
111,1.5
112,2.4
113,1.4
114,1.47
116,1.47
118,1.47
119,1.9
120,1.26
121,1.5
122,1.17
123,1.47
124,1.75
127,0.8
129,0.84
130,0.87
131,0.82
133,0.95
134,0.81
135,0.74
137,0.787
139,0.95
140,1.2
141,0.8
142,0.84
143,0.84
144,0.99
145,0.81
146,0.787
147,0.84
148,0.94
149,0.94
152,0.99
153,0.99
154,0.88
158,0.54
159,0.51
160,0.95
162,0.99
163,0.95
164,0.54
165,0.54
167,0.81
168,0.73
169,0.54
170,0.83
171,0.55
172,0.64
173,0.51
174,0.72
175,0.787
177,0.57
178,0.52
179,1.05
180,0.51
181,0.48
182,0.58
187,0.51
188,0.57
189,0.57
190,0.75
191,0.57
193,0.65
194,0.787
195,0.32
196,0.52
197,0.51
198,0.57
199,0.58
200,0.75
201,6.79
202,5.7
204,4.43
205,5.7
206,7.13
207,5.7
209,5.7
213,6.79
214,5.7
215,9.4
216,4.43
217,4.43
218,9.4
220,4.43
221,6.79
222,7.6
223,9.4
224,9.4
226,5.7
227,4.43
228,9.4
229,6.79
230,9.4
231,9.4
233,5.7
234,5.7
237,13.6
238,9.4
239,4.43
242,7.13
243,7.6
246,6.79
247,9.4
248,4.6
249,7.6
250,13.6
251,9.9
252,6.82
253,9.9
254,9.9
255,5.35
256,13.6
257,13.6
259,7.0
260,13.6
263,7.7
266,7.0
267,9.4
269,10.0
270,10.0
272,10.0
273,7.5
274,6.8
275,13.6
276,13.6
277,13.6
278,8.4
279,13.6
280,5.9
281,7.6
282,14.0
283,11.8
284,5.9
286,7.9
287,7.5
288,13.6
290,6.4
291,6.1
294,6.8
295,13.09
296,11.6
297,5.9
298,11.0
299,12.5
300,5.9
