,Present_Price
4,6.87
8,8.89
10,3.6
13,7.71
14,7.21
16,10.79
17,10.79
18,5.09
23,3.46
24,4.41
41,3.98
43,8.06
50,30.61
57,18.54
58,6.8
60,18.61
63,35.96
64,36.23
66,23.15
67,20.45
68,13.74
74,8.93
77,12.35
84,13.46
86,92.6
94,22.78
104,1.47
107,1.5
115,1.47
117,1.9
125,1.75
126,0.95
128,0.87
132,0.95
136,1.2
138,0.87
150,0.826
151,0.55
155,0.51
156,0.52
157,0.84
161,0.826
166,0.55
176,1.05
183,0.47
184,0.75
185,0.58
186,0.52
192,0.75
203,4.6
208,8.1
210,4.6
211,14.79
212,13.6
219,9.4
225,4.6
232,14.79
235,9.4
236,4.43
240,9.4
241,7.13
244,9.4
245,9.4
258,13.6
261,5.97
262,5.8
264,7.0
265,8.7
268,5.8
271,10.0
285,8.5
289,13.6
292,8.4
293,9.9
