,Year,Selling_Price,Present_Price,Kms_Driven,Owner
4,2014,4.6,6.87,42450,0
8,2016,8.75,8.89,20273,0
10,2017,2.85,3.6,2135,0
13,2015,6.1,7.71,26000,0
14,2009,2.25,7.21,77427,0
16,2015,7.25,10.79,41678,0
17,2016,7.75,10.79,43000,0
18,2015,3.25,5.09,35500,0
23,2014,2.5,3.46,45280,0
24,2013,2.9,4.41,56879,0
41,2014,2.55,3.98,46706,0
43,2014,5.5,8.06,45780,0
50,2012,14.9,30.61,104707,0
57,2010,4.75,18.54,50000,0
58,2014,4.1,6.8,39485,1
60,2013,6.95,18.61,40001,0
63,2015,23.5,35.96,47000,0
64,2017,33.0,36.23,6000,0
66,2017,19.75,23.15,11000,0
67,2010,9.25,20.45,59000,0
68,2011,4.35,13.74,88000,0
74,2014,4.9,8.93,83000,0
77,2004,1.5,12.35,135154,0
84,2005,3.49,13.46,197176,0
86,2010,35.0,92.6,78000,0
94,2008,4.0,22.78,89000,0
104,2017,1.35,1.47,4100,0
107,2013,1.25,1.5,15000,0
115,2015,1.11,1.47,17500,0
117,2015,1.1,1.9,14000,0
125,2009,0.9,1.75,40000,0
126,2017,0.9,0.95,1300,0
128,2017,0.8,0.87,3000,0
132,2017,0.75,0.95,3500,0
136,2014,0.65,1.2,23500,0
138,2016,0.6,0.87,15000,0
150,2011,0.5,0.826,6000,0
151,2016,0.5,0.55,31000,0
155,2017,0.48,0.51,4300,0
156,2017,0.48,0.52,15000,0
157,2015,0.48,0.84,23000,0
161,2014,0.45,0.826,23000,0
166,2016,0.45,0.55,1000,0
176,2011,0.35,1.05,30000,0
183,2013,0.27,0.47,21000,0
184,2008,0.25,0.75,26000,1
185,2008,0.25,0.58,1900,0
186,2010,0.25,0.52,22000,0
192,2007,0.2,0.75,49000,1
203,2011,2.95,4.6,53460,0
208,2017,7.9,8.1,3435,0
210,2012,3.1,4.6,35775,0
211,2015,11.75,14.79,43535,0
212,2016,11.25,13.6,22671,0
219,2012,4.5,9.4,36000,0
225,2011,2.7,4.6,22517,0
232,2015,11.45,14.79,12900,0
235,2017,9.1,9.4,15141,0
236,2016,3.1,4.43,11849,0
240,2012,5.35,9.4,32322,0
241,2015,4.75,7.13,35866,1
244,2013,5.95,9.4,49000,0
245,2012,5.2,9.4,71000,0
258,2015,8.4,13.6,25000,0
261,2016,5.5,5.97,5600,0
262,2015,4.0,5.8,40023,0
264,2015,4.0,7.0,40026,0
265,2017,6.5,8.7,21200,0
268,2017,4.8,5.8,19000,0
271,2009,3.0,10.0,69562,0
285,2016,7.4,8.5,15059,0
289,2016,10.11,13.6,10980,0
292,2016,6.4,8.4,12000,0
293,2010,3.25,9.9,38000,0
