,Present_Price
2,9.85
4,6.87
5,9.83
13,7.71
14,7.21
25,4.99
34,8.06
39,7.98
43,8.06
46,4.89
54,10.21
59,35.96
68,13.74
69,20.91
70,6.76
77,12.35
82,25.39
85,23.73
86,92.6
97,18.64
103,1.6
110,1.78
118,1.47
123,1.47
124,1.75
132,0.95
134,0.81
136,1.2
137,0.787
146,0.787
147,0.84
149,0.94
151,0.55
156,0.52
158,0.54
162,0.99
163,0.95
164,0.54
166,0.55
168,0.73
171,0.55
178,0.52
179,1.05
180,0.51
188,0.57
198,0.57
204,4.43
206,7.13
208,8.1
211,14.79
214,5.7
215,9.4
225,4.6
226,5.7
229,6.79
234,5.7
235,9.4
236,4.43
239,4.43
247,9.4
248,4.6
255,5.35
263,7.7
264,7.0
265,8.7
273,7.5
274,6.8
278,8.4
279,13.6
284,5.9
286,7.9
295,13.09
