,Present_Price
0,5.59
1,9.54
3,4.15
6,8.12
7,8.61
8,8.89
9,8.92
10,3.6
11,10.38
12,9.94
15,10.79
16,10.79
17,10.79
18,5.09
19,7.98
20,3.95
21,5.71
22,8.01
23,3.46
24,4.41
26,5.87
27,6.49
28,3.95
29,10.38
30,5.98
31,4.89
32,7.49
33,9.95
35,7.74
36,7.2
37,2.28
38,3.76
40,7.87
41,3.98
42,7.15
44,2.69
45,12.04
47,4.15
48,7.71
49,9.29
50,30.61
51,30.61
52,19.77
53,30.61
55,15.04
56,7.27
57,18.54
58,6.8
60,18.61
61,7.7
62,35.96
63,35.96
64,36.23
65,6.95
66,23.15
67,20.45
71,12.48
72,18.61
73,5.71
74,8.93
75,6.8
76,14.68
78,22.83
79,30.61
80,14.89
81,7.85
83,13.46
84,13.46
87,13.74
88,6.05
89,6.76
90,18.61
91,16.09
92,13.7
93,30.61
94,22.78
95,18.61
96,25.39
98,18.61
99,20.45
100,1.9
101,1.82
102,1.78
104,1.47
105,2.37
106,3.45
107,1.5
108,1.5
109,1.47
111,1.5
112,2.4
113,1.4
114,1.47
115,1.47
116,1.47
117,1.9
119,1.9
120,1.26
121,1.5
122,1.17
125,1.75
126,0.95
127,0.8
128,0.87
129,0.84
130,0.87
131,0.82
133,0.95
135,0.74
138,0.87
139,0.95
140,1.2
141,0.8
142,0.84
143,0.84
144,0.99
145,0.81
148,0.94
150,0.826
152,0.99
153,0.99
154,0.88
155,0.51
157,0.84
159,0.51
160,0.95
161,0.826
165,0.54
167,0.81
169,0.54
170,0.83
172,0.64
173,0.51
174,0.72
175,0.787
176,1.05
177,0.57
181,0.48
182,0.58
183,0.47
184,0.75
185,0.58
186,0.52
187,0.51
189,0.57
190,0.75
191,0.57
192,0.75
193,0.65
194,0.787
195,0.32
196,0.52
197,0.51
199,0.58
200,0.75
201,6.79
202,5.7
203,4.6
205,5.7
207,5.7
209,5.7
210,4.6
212,13.6
213,6.79
216,4.43
217,4.43
218,9.4
219,9.4
220,4.43
221,6.79
222,7.6
223,9.4
224,9.4
227,4.43
228,9.4
230,9.4
231,9.4
232,14.79
233,5.7
237,13.6
238,9.4
240,9.4
241,7.13
242,7.13
243,7.6
244,9.4
245,9.4
246,6.79
249,7.6
250,13.6
251,9.9
252,6.82
253,9.9
254,9.9
256,13.6
257,13.6
258,13.6
259,7.0
260,13.6
261,5.97
262,5.8
266,7.0
267,9.4
268,5.8
269,10.0
270,10.0
271,10.0
272,10.0
275,13.6
276,13.6
277,13.6
280,5.9
281,7.6
282,14.0
283,11.8
285,8.5
287,7.5
288,13.6
289,13.6
290,6.4
291,6.1
292,8.4
293,9.9
294,6.8
296,11.6
297,5.9
298,11.0
299,12.5
300,5.9
