,Year,Selling_Price,Present_Price,Kms_Driven,Owner
2,2017,7.25,9.85,6900,0
4,2014,4.6,6.87,42450,0
5,2018,9.25,9.83,2071,0
13,2015,6.1,7.71,26000,0
14,2009,2.25,7.21,77427,0
25,2011,3.0,4.99,20000,0
34,2014,5.5,8.06,45000,0
39,2003,2.25,7.98,62000,0
43,2014,5.5,8.06,45780,0
46,2013,2.65,4.89,64532,0
54,2005,2.75,10.21,90000,0
59,2014,19.99,35.96,41000,0
68,2011,4.35,13.74,88000,0
69,2016,14.25,20.91,12000,0
70,2014,3.95,6.76,71000,0
77,2004,1.5,12.35,135154,0
82,2017,23.0,25.39,15000,0
85,2006,2.5,23.73,142000,3
86,2010,35.0,92.6,78000,0
97,2017,17.0,18.64,8700,0
103,2017,1.45,1.6,1200,0
110,2016,1.2,1.78,6000,0
118,2015,1.1,1.47,26000,0
123,2013,1.0,1.47,46500,0
124,2012,0.95,1.75,11500,0
132,2017,0.75,0.95,3500,0
134,2017,0.65,0.81,11800,0
136,2014,0.65,1.2,23500,0
137,2013,0.65,0.787,16000,0
146,2014,0.55,0.787,15000,0
147,2015,0.55,0.84,58000,0
149,2016,0.51,0.94,24000,0
151,2016,0.5,0.55,31000,0
156,2017,0.48,0.52,15000,0
158,2017,0.48,0.54,8600,0
162,2012,0.45,0.99,14500,0
163,2010,0.45,0.95,27000,0
164,2016,0.45,0.54,14000,0
166,2016,0.45,0.55,1000,0
168,2013,0.42,0.73,12000,0
171,2015,0.4,0.55,6700,0
178,2014,0.35,0.52,19000,0
179,2010,0.31,1.05,213000,0
180,2012,0.3,0.51,60000,0
188,2013,0.25,0.57,18000,0
198,2011,0.15,0.57,35000,1
204,2015,2.75,4.43,28282,0
206,2017,5.75,7.13,12479,0
208,2017,7.9,8.1,3435,0
211,2015,11.75,14.79,43535,0
214,2017,5.25,5.7,20114,0
215,2012,4.5,9.4,36100,0
225,2011,2.7,4.6,22517,0
226,2015,5.25,5.7,24678,0
229,2012,3.1,6.79,52132,0
234,2015,5.5,5.7,4492,0
235,2017,9.1,9.4,15141,0
236,2016,3.1,4.43,11849,0
239,2012,2.0,4.43,23709,0
247,2015,5.95,9.4,36000,0
248,2013,4.0,4.6,30000,0
255,2012,3.0,5.35,53675,0
263,2016,6.6,7.7,16002,0
264,2015,4.0,7.0,40026,0
265,2017,6.5,8.7,21200,0
273,2010,2.25,7.5,61203,0
274,2014,5.3,6.8,16500,0
278,2016,6.0,8.4,4000,0
279,2014,6.25,13.6,40126,0
284,2013,3.5,5.9,9800,0
286,2016,5.65,7.9,28569,0
295,2015,8.55,13.09,60076,0
