,Year,Selling_Price,Present_Price,Kms_Driven,Owner
6,2015,6.75,8.12,18796,0
7,2015,6.5,8.61,33429,0
10,2017,2.85,3.6,2135,0
12,2015,7.5,9.94,15000,0
21,2017,4.9,5.71,2400,0
26,2013,4.15,5.87,55138,0
27,2017,6.0,6.49,16200,0
32,2014,4.95,7.49,39000,0
37,2003,0.35,2.28,127000,0
42,2008,1.95,7.15,58000,0
43,2014,5.5,8.06,45780,0
48,2015,5.8,7.71,25870,0
49,2017,7.75,9.29,37000,0
50,2012,14.9,30.61,104707,0
55,2009,3.6,15.04,70000,0
59,2014,19.99,35.96,41000,0
61,2015,4.5,7.7,40588,0
64,2017,33.0,36.23,6000,0
65,2014,4.75,6.95,45000,0
66,2017,19.75,23.15,11000,0
79,2012,14.5,30.61,89000,0
87,2012,5.9,13.74,56000,0
91,2014,11.25,16.09,58242,0
99,2010,9.65,20.45,50024,0
102,2017,1.65,1.78,4000,0
113,2016,1.15,1.4,35000,0
116,2013,1.1,1.47,33000,0
118,2015,1.1,1.47,26000,0
124,2012,0.95,1.75,11500,0
131,2015,0.75,0.82,18000,0
132,2017,0.75,0.95,3500,0
134,2017,0.65,0.81,11800,0
136,2014,0.65,1.2,23500,0
144,2014,0.6,0.99,25000,0
146,2014,0.55,0.787,15000,0
148,2010,0.52,0.94,45000,0
150,2011,0.5,0.826,6000,0
151,2016,0.5,0.55,31000,0
157,2015,0.48,0.84,23000,0
160,2011,0.45,0.95,24000,0
162,2012,0.45,0.99,14500,0
169,2015,0.4,0.54,14000,0
170,2012,0.4,0.83,5500,0
172,2014,0.4,0.64,13700,0
178,2014,0.35,0.52,19000,0
183,2013,0.27,0.47,21000,0
191,2012,0.2,0.57,25000,1
195,2015,0.18,0.32,35000,0
198,2011,0.15,0.57,35000,1
205,2016,5.25,5.7,3493,1
206,2017,5.75,7.13,12479,0
222,2014,6.0,7.6,77632,0
223,2015,8.25,9.4,61381,0
226,2015,5.25,5.7,24678,0
227,2011,2.55,4.43,57000,0
235,2017,9.1,9.4,15141,0
240,2012,5.35,9.4,32322,0
243,2016,6.25,7.6,7000,0
244,2013,5.95,9.4,49000,0
249,2016,5.25,7.6,17000,0
250,2016,12.9,13.6,35934,0
257,2015,8.5,13.6,40324,0
258,2015,8.4,13.6,25000,0
260,2016,9.15,13.6,29223,0
266,2014,3.65,7.0,35000,0
273,2010,2.25,7.5,61203,0
278,2016,6.0,8.4,4000,0
279,2014,6.25,13.6,40126,0
280,2015,5.25,5.9,14465,0
288,2015,8.4,13.6,34000,0
289,2016,10.11,13.6,10980,0
290,2014,4.5,6.4,19000,0
293,2010,3.25,9.9,38000,0
295,2015,8.55,13.09,60076,0
298,2009,3.35,11.0,87934,0
299,2017,11.5,12.5,9000,0
