,Present_Price
0,5.59
1,9.54
2,9.85
3,4.15
4,6.87
5,9.83
8,8.89
9,8.92
11,10.38
13,7.71
14,7.21
15,10.79
16,10.79
17,10.79
18,5.09
19,7.98
20,3.95
22,8.01
23,3.46
24,4.41
25,4.99
28,3.95
29,10.38
30,5.98
31,4.89
33,9.95
34,8.06
35,7.74
36,7.2
38,3.76
39,7.98
40,7.87
41,3.98
44,2.69
45,12.04
46,4.89
47,4.15
51,30.61
52,19.77
53,30.61
54,10.21
56,7.27
57,18.54
58,6.8
60,18.61
62,35.96
63,35.96
67,20.45
68,13.74
69,20.91
70,6.76
71,12.48
72,18.61
73,5.71
74,8.93
75,6.8
76,14.68
77,12.35
78,22.83
80,14.89
81,7.85
82,25.39
83,13.46
84,13.46
85,23.73
86,92.6
88,6.05
89,6.76
90,18.61
92,13.7
93,30.61
94,22.78
95,18.61
96,25.39
97,18.64
98,18.61
100,1.9
101,1.82
103,1.6
104,1.47
105,2.37
106,3.45
107,1.5
108,1.5
109,1.47
110,1.78
111,1.5
112,2.4
114,1.47
115,1.47
117,1.9
119,1.9
120,1.26
121,1.5
122,1.17
123,1.47
125,1.75
126,0.95
127,0.8
128,0.87
129,0.84
130,0.87
133,0.95
135,0.74
137,0.787
138,0.87
139,0.95
140,1.2
141,0.8
142,0.84
143,0.84
145,0.81
147,0.84
149,0.94
152,0.99
153,0.99
154,0.88
155,0.51
156,0.52
158,0.54
159,0.51
161,0.826
163,0.95
164,0.54
165,0.54
166,0.55
167,0.81
168,0.73
171,0.55
173,0.51
174,0.72
175,0.787
176,1.05
177,0.57
179,1.05
180,0.51
181,0.48
182,0.58
184,0.75
185,0.58
186,0.52
187,0.51
188,0.57
189,0.57
190,0.75
192,0.75
193,0.65
194,0.787
196,0.52
197,0.51
199,0.58
200,0.75
201,6.79
202,5.7
203,4.6
204,4.43
207,5.7
208,8.1
209,5.7
210,4.6
211,14.79
212,13.6
213,6.79
214,5.7
215,9.4
216,4.43
217,4.43
218,9.4
219,9.4
220,4.43
221,6.79
224,9.4
225,4.6
228,9.4
229,6.79
230,9.4
231,9.4
232,14.79
233,5.7
234,5.7
236,4.43
237,13.6
238,9.4
239,4.43
241,7.13
242,7.13
245,9.4
246,6.79
247,9.4
248,4.6
251,9.9
252,6.82
253,9.9
254,9.9
255,5.35
256,13.6
259,7.0
261,5.97
262,5.8
263,7.7
264,7.0
265,8.7
267,9.4
268,5.8
269,10.0
270,10.0
271,10.0
272,10.0
274,6.8
275,13.6
276,13.6
277,13.6
281,7.6
282,14.0
283,11.8
284,5.9
285,8.5
286,7.9
287,7.5
291,6.1
292,8.4
294,6.8
296,11.6
297,5.9
300,5.9
