,Present_Price
6,8.12
7,8.61
10,3.6
12,9.94
21,5.71
26,5.87
27,6.49
32,7.49
37,2.28
42,7.15
43,8.06
48,7.71
49,9.29
50,30.61
55,15.04
59,35.96
61,7.7
64,36.23
65,6.95
66,23.15
79,30.61
87,13.74
91,16.09
99,20.45
102,1.78
113,1.4
116,1.47
118,1.47
124,1.75
131,0.82
132,0.95
134,0.81
136,1.2
144,0.99
146,0.787
148,0.94
150,0.826
151,0.55
157,0.84
160,0.95
162,0.99
169,0.54
170,0.83
172,0.64
178,0.52
183,0.47
191,0.57
195,0.32
198,0.57
205,5.7
206,7.13
222,7.6
223,9.4
226,5.7
227,4.43
235,9.4
240,9.4
243,7.6
244,9.4
249,7.6
250,13.6
257,13.6
258,13.6
260,13.6
266,7.0
273,7.5
278,8.4
279,13.6
280,5.9
288,13.6
289,13.6
290,6.4
293,9.9
295,13.09
298,11.0
299,12.5
