,Year,Selling_Price,Present_Price,Kms_Driven,Owner
4,2014,4.6,6.87,42450,0
11,2015,6.85,10.38,51000,0
12,2015,7.5,9.94,15000,0
25,2011,3.0,4.99,20000,0
32,2014,4.95,7.49,39000,0
40,2016,5.85,7.87,24524,0
44,2012,1.25,2.69,50000,0
46,2013,2.65,4.89,64532,0
47,2006,1.05,4.15,65000,0
52,2017,18.0,19.77,15000,0
56,2015,4.5,7.27,40534,0
57,2010,4.75,18.54,50000,0
58,2014,4.1,6.8,39485,1
59,2014,19.99,35.96,41000,0
61,2015,4.5,7.7,40588,0
62,2014,18.75,35.96,78000,0
66,2017,19.75,23.15,11000,0
67,2010,9.25,20.45,59000,0
79,2012,14.5,30.61,89000,0
85,2006,2.5,23.73,142000,3
87,2012,5.9,13.74,56000,0
97,2017,17.0,18.64,8700,0
98,2013,7.05,18.61,45000,0
102,2017,1.65,1.78,4000,0
104,2017,1.35,1.47,4100,0
109,2017,1.2,1.47,11000,0
112,2014,1.15,2.4,7000,0
117,2015,1.1,1.9,14000,0
120,2016,1.05,1.26,5700,0
121,2011,1.05,1.5,6900,0
129,2017,0.78,0.84,5000,0
134,2017,0.65,0.81,11800,0
139,2015,0.6,0.95,16600,0
141,2016,0.6,0.8,20000,0
144,2014,0.6,0.99,25000,0
148,2010,0.52,0.94,45000,0
151,2016,0.5,0.55,31000,0
157,2015,0.48,0.84,23000,0
162,2012,0.45,0.99,14500,0
163,2010,0.45,0.95,27000,0
168,2013,0.42,0.73,12000,0
177,2016,0.35,0.57,24000,0
178,2014,0.35,0.52,19000,0
184,2008,0.25,0.75,26000,1
186,2010,0.25,0.52,22000,0
187,2013,0.25,0.51,32000,0
189,2005,0.2,0.57,55000,0
200,2006,0.1,0.75,92233,0
207,2015,5.15,5.7,34797,0
209,2015,4.85,5.7,21125,0
212,2016,11.25,13.6,22671,0
217,2016,3.15,4.43,15000,0
224,2013,5.11,9.4,36198,0
228,2012,4.95,9.4,60000,0
231,2017,9.25,9.4,15001,0
235,2017,9.1,9.4,15141,0
245,2012,5.2,9.4,71000,0
253,2014,7.2,9.9,48000,0
259,2014,3.9,7.0,36054,0
261,2016,5.5,5.97,5600,0
264,2015,4.0,7.0,40026,0
270,2011,4.1,10.0,69341,0
271,2009,3.0,10.0,69562,0
272,2015,7.5,10.0,27600,0
281,2006,2.1,7.6,50456,0
285,2016,7.4,8.5,15059,0
291,2015,5.4,6.1,31427,0
295,2015,8.55,13.09,60076,0
