,Present_Price
0,5.59
1,9.54
2,9.85
3,4.15
5,9.83
6,8.12
7,8.61
8,8.89
9,8.92
10,3.6
13,7.71
14,7.21
15,10.79
16,10.79
17,10.79
18,5.09
19,7.98
20,3.95
21,5.71
22,8.01
23,3.46
24,4.41
26,5.87
27,6.49
28,3.95
29,10.38
30,5.98
31,4.89
33,9.95
34,8.06
35,7.74
36,7.2
37,2.28
38,3.76
39,7.98
41,3.98
42,7.15
43,8.06
45,12.04
48,7.71
49,9.29
50,30.61
51,30.61
53,30.61
54,10.21
55,15.04
60,18.61
63,35.96
64,36.23
65,6.95
68,13.74
69,20.91
70,6.76
71,12.48
72,18.61
73,5.71
74,8.93
75,6.8
76,14.68
77,12.35
78,22.83
80,14.89
81,7.85
82,25.39
83,13.46
84,13.46
86,92.6
88,6.05
89,6.76
90,18.61
91,16.09
92,13.7
93,30.61
94,22.78
95,18.61
96,25.39
99,20.45
100,1.9
101,1.82
103,1.6
105,2.37
106,3.45
107,1.5
108,1.5
110,1.78
111,1.5
113,1.4
114,1.47
115,1.47
116,1.47
118,1.47
119,1.9
122,1.17
123,1.47
124,1.75
125,1.75
126,0.95
127,0.8
128,0.87
130,0.87
131,0.82
132,0.95
133,0.95
135,0.74
136,1.2
137,0.787
138,0.87
140,1.2
142,0.84
143,0.84
145,0.81
146,0.787
147,0.84
149,0.94
150,0.826
152,0.99
153,0.99
154,0.88
155,0.51
156,0.52
158,0.54
159,0.51
160,0.95
161,0.826
164,0.54
165,0.54
166,0.55
167,0.81
169,0.54
170,0.83
171,0.55
172,0.64
173,0.51
174,0.72
175,0.787
176,1.05
179,1.05
180,0.51
181,0.48
182,0.58
183,0.47
185,0.58
188,0.57
190,0.75
191,0.57
192,0.75
193,0.65
194,0.787
195,0.32
196,0.52
197,0.51
198,0.57
199,0.58
201,6.79
202,5.7
203,4.6
204,4.43
205,5.7
206,7.13
208,8.1
210,4.6
211,14.79
213,6.79
214,5.7
215,9.4
216,4.43
218,9.4
219,9.4
220,4.43
221,6.79
222,7.6
223,9.4
225,4.6
226,5.7
227,4.43
229,6.79
230,9.4
232,14.79
233,5.7
234,5.7
236,4.43
237,13.6
238,9.4
239,4.43
240,9.4
241,7.13
242,7.13
243,7.6
244,9.4
246,6.79
247,9.4
248,4.6
249,7.6
250,13.6
251,9.9
252,6.82
254,9.9
255,5.35
256,13.6
257,13.6
258,13.6
260,13.6
262,5.8
263,7.7
265,8.7
266,7.0
267,9.4
268,5.8
269,10.0
273,7.5
274,6.8
275,13.6
276,13.6
277,13.6
278,8.4
279,13.6
280,5.9
282,14.0
283,11.8
284,5.9
286,7.9
287,7.5
288,13.6
289,13.6
290,6.4
292,8.4
293,9.9
294,6.8
296,11.6
297,5.9
298,11.0
299,12.5
300,5.9
