,Present_Price
4,6.87
11,10.38
12,9.94
25,4.99
32,7.49
40,7.87
44,2.69
46,4.89
47,4.15
52,19.77
56,7.27
57,18.54
58,6.8
59,35.96
61,7.7
62,35.96
66,23.15
67,20.45
79,30.61
85,23.73
87,13.74
97,18.64
98,18.61
102,1.78
104,1.47
109,1.47
112,2.4
117,1.9
120,1.26
121,1.5
129,0.84
134,0.81
139,0.95
141,0.8
144,0.99
148,0.94
151,0.55
157,0.84
162,0.99
163,0.95
168,0.73
177,0.57
178,0.52
184,0.75
186,0.52
187,0.51
189,0.57
200,0.75
207,5.7
209,5.7
212,13.6
217,4.43
224,9.4
228,9.4
231,9.4
235,9.4
245,9.4
253,9.9
259,7.0
261,5.97
264,7.0
270,10.0
271,10.0
272,10.0
281,7.6
285,8.5
291,6.1
295,13.09
