,Year,Selling_Price,Present_Price,Kms_Driven,Owner
0,2014,3.35,5.59,27000,0
2,2017,7.25,9.85,6900,0
3,2011,2.85,4.15,5200,0
4,2014,4.6,6.87,42450,0
5,2018,9.25,9.83,2071,0
7,2015,6.5,8.61,33429,0
9,2015,7.45,8.92,42367,0
12,2015,7.5,9.94,15000,0
15,2016,7.75,10.79,43000,0
20,2016,2.85,3.95,25000,0
21,2017,4.9,5.71,2400,0
23,2014,2.5,3.46,45280,0
26,2013,4.15,5.87,55138,0
28,2010,1.95,3.95,44542,0
29,2015,7.45,10.38,45000,0
30,2012,3.1,5.98,51439,0
31,2011,2.35,4.89,54200,0
36,2015,4.65,7.2,48767,0
41,2014,2.55,3.98,46706,0
46,2013,2.65,4.89,64532,0
47,2006,1.05,4.15,65000,0
50,2012,14.9,30.61,104707,0
56,2015,4.5,7.27,40534,0
57,2010,4.75,18.54,50000,0
61,2015,4.5,7.7,40588,0
62,2014,18.75,35.96,78000,0
66,2017,19.75,23.15,11000,0
69,2016,14.25,20.91,12000,0
78,2010,5.25,22.83,80000,0
83,2015,12.5,13.46,38000,0
88,2013,3.45,6.05,47000,0
96,2016,20.75,25.39,29000,0
100,2016,1.75,1.9,3000,0
107,2013,1.25,1.5,15000,0
108,2016,1.2,1.5,18000,0
111,2016,1.15,1.5,8700,0
112,2014,1.15,2.4,7000,0
122,2016,1.05,1.17,6000,0
135,2015,0.65,0.74,5000,0
143,2016,0.6,0.84,25000,0
156,2017,0.48,0.52,15000,0
158,2017,0.48,0.54,8600,0
165,2016,0.45,0.54,500,0
167,2014,0.42,0.81,42000,0
168,2013,0.42,0.73,12000,0
170,2012,0.4,0.83,5500,0
171,2015,0.4,0.55,6700,0
172,2014,0.4,0.64,13700,0
173,2017,0.4,0.51,1300,0
182,2013,0.3,0.58,30000,0
187,2013,0.25,0.51,32000,0
193,2013,0.2,0.65,24000,1
194,2008,0.2,0.787,50000,0
199,2007,0.12,0.58,53000,0
202,2015,4.4,5.7,28200,0
209,2015,4.85,5.7,21125,0
213,2011,2.9,6.79,31604,0
215,2012,4.5,9.4,36100,0
217,2016,3.15,4.43,15000,0
218,2014,6.45,9.4,45078,0
219,2012,4.5,9.4,36000,0
220,2017,3.5,4.43,38488,0
222,2014,6.0,7.6,77632,0
230,2013,6.15,9.4,45000,0
241,2015,4.75,7.13,35866,1
250,2016,12.9,13.6,35934,0
251,2013,5.0,9.9,56701,0
258,2015,8.4,13.6,25000,0
260,2016,9.15,13.6,29223,0
267,2016,8.35,9.4,19434,0
270,2011,4.1,10.0,69341,0
278,2016,6.0,8.4,4000,0
279,2014,6.25,13.6,40126,0
281,2006,2.1,7.6,50456,0
288,2015,8.4,13.6,34000,0
294,2014,3.75,6.8,33019,0
298,2009,3.35,11.0,87934,0
299,2017,11.5,12.5,9000,0
