,Present_Price
0,5.59
2,9.85
3,4.15
4,6.87
5,9.83
7,8.61
9,8.92
12,9.94
15,10.79
20,3.95
21,5.71
23,3.46
26,5.87
28,3.95
29,10.38
30,5.98
31,4.89
36,7.2
41,3.98
46,4.89
47,4.15
50,30.61
56,7.27
57,18.54
61,7.7
62,35.96
66,23.15
69,20.91
78,22.83
83,13.46
88,6.05
96,25.39
100,1.9
107,1.5
108,1.5
111,1.5
112,2.4
122,1.17
135,0.74
143,0.84
156,0.52
158,0.54
165,0.54
167,0.81
168,0.73
170,0.83
171,0.55
172,0.64
173,0.51
182,0.58
187,0.51
193,0.65
194,0.787
199,0.58
202,5.7
209,5.7
213,6.79
215,9.4
217,4.43
218,9.4
219,9.4
220,4.43
222,7.6
230,9.4
241,7.13
250,13.6
251,9.9
258,13.6
260,13.6
267,9.4
270,10.0
278,8.4
279,13.6
281,7.6
288,13.6
294,6.8
298,11.0
299,12.5
