,Year,Selling_Price,Present_Price,Kms_Driven,Owner
1,2013,4.75,9.54,43000,0
3,2011,2.85,4.15,5200,0
4,2014,4.6,6.87,42450,0
11,2015,6.85,10.38,51000,0
14,2009,2.25,7.21,77427,0
21,2017,4.9,5.71,2400,0
28,2010,1.95,3.95,44542,0
30,2012,3.1,5.98,51439,0
36,2015,4.65,7.2,48767,0
41,2014,2.55,3.98,46706,0
43,2014,5.5,8.06,45780,0
45,2014,7.5,12.04,15000,0
63,2015,23.5,35.96,47000,0
65,2014,4.75,6.95,45000,0
76,2013,5.5,14.68,72000,0
77,2004,1.5,12.35,135154,0
81,2015,4.75,7.85,40000,0
86,2010,35.0,92.6,78000,0
87,2012,5.9,13.74,56000,0
95,2012,5.85,18.61,72000,0
96,2016,20.75,25.39,29000,0
104,2017,1.35,1.47,4100,0
111,2016,1.15,1.5,8700,0
127,2016,0.75,0.8,7000,0
128,2017,0.8,0.87,3000,0
129,2017,0.78,0.84,5000,0
134,2017,0.65,0.81,11800,0
136,2014,0.65,1.2,23500,0
138,2016,0.6,0.87,15000,0
141,2016,0.6,0.8,20000,0
145,2012,0.6,0.81,19000,0
148,2010,0.52,0.94,45000,0
151,2016,0.5,0.55,31000,0
159,2017,0.45,0.51,4000,0
163,2010,0.45,0.95,27000,0
164,2016,0.45,0.54,14000,0
170,2012,0.4,0.83,5500,0
176,2011,0.35,1.05,30000,0
178,2014,0.35,0.52,19000,0
179,2010,0.31,1.05,213000,0
180,2012,0.3,0.51,60000,0
196,2008,0.17,0.52,500000,0
201,2010,3.25,6.79,58000,1
204,2015,2.75,4.43,28282,0
206,2017,5.75,7.13,12479,0
207,2015,5.15,5.7,34797,0
210,2012,3.1,4.6,35775,0
211,2015,11.75,14.79,43535,0
214,2017,5.25,5.7,20114,0
215,2012,4.5,9.4,36100,0
216,2016,2.9,4.43,12500,0
217,2016,3.15,4.43,15000,0
226,2015,5.25,5.7,24678,0
232,2015,11.45,14.79,12900,0
233,2013,3.9,5.7,53000,0
241,2015,4.75,7.13,35866,1
242,2014,4.4,7.13,34000,0
243,2016,6.25,7.6,7000,0
244,2013,5.95,9.4,49000,0
245,2012,5.2,9.4,71000,0
252,2015,5.4,6.82,31427,0
253,2014,7.2,9.9,48000,0
256,2016,10.25,13.6,49562,0
257,2015,8.5,13.6,40324,0
262,2015,4.0,5.8,40023,0
274,2014,5.3,6.8,16500,0
279,2014,6.25,13.6,40126,0
281,2006,2.1,7.6,50456,0
285,2016,7.4,8.5,15059,0
289,2016,10.11,13.6,10980,0
296,2016,9.5,11.6,33988,0
298,2009,3.35,11.0,87934,0
