,Present_Price
0,5.59
2,9.85
5,9.83
6,8.12
7,8.61
8,8.89
9,8.92
10,3.6
12,9.94
13,7.71
15,10.79
16,10.79
17,10.79
18,5.09
19,7.98
20,3.95
22,8.01
23,3.46
24,4.41
25,4.99
26,5.87
27,6.49
29,10.38
31,4.89
32,7.49
33,9.95
34,8.06
35,7.74
37,2.28
38,3.76
39,7.98
40,7.87
42,7.15
44,2.69
46,4.89
47,4.15
48,7.71
49,9.29
50,30.61
51,30.61
52,19.77
53,30.61
54,10.21
55,15.04
56,7.27
57,18.54
58,6.8
59,35.96
60,18.61
61,7.7
62,35.96
64,36.23
66,23.15
67,20.45
68,13.74
69,20.91
70,6.76
71,12.48
72,18.61
73,5.71
74,8.93
75,6.8
78,22.83
79,30.61
80,14.89
82,25.39
83,13.46
84,13.46
85,23.73
88,6.05
89,6.76
90,18.61
91,16.09
92,13.7
93,30.61
94,22.78
97,18.64
98,18.61
99,20.45
100,1.9
101,1.82
102,1.78
103,1.6
105,2.37
106,3.45
107,1.5
108,1.5
109,1.47
110,1.78
112,2.4
113,1.4
114,1.47
115,1.47
116,1.47
117,1.9
118,1.47
119,1.9
120,1.26
121,1.5
122,1.17
123,1.47
124,1.75
125,1.75
126,0.95
130,0.87
131,0.82
132,0.95
133,0.95
135,0.74
137,0.787
139,0.95
140,1.2
142,0.84
143,0.84
144,0.99
146,0.787
147,0.84
149,0.94
150,0.826
152,0.99
153,0.99
154,0.88
155,0.51
156,0.52
157,0.84
158,0.54
160,0.95
161,0.826
162,0.99
165,0.54
166,0.55
167,0.81
168,0.73
169,0.54
171,0.55
172,0.64
173,0.51
174,0.72
175,0.787
177,0.57
181,0.48
182,0.58
183,0.47
184,0.75
185,0.58
186,0.52
187,0.51
188,0.57
189,0.57
190,0.75
191,0.57
192,0.75
193,0.65
194,0.787
195,0.32
197,0.51
198,0.57
199,0.58
200,0.75
202,5.7
203,4.6
205,5.7
208,8.1
209,5.7
212,13.6
213,6.79
218,9.4
219,9.4
220,4.43
221,6.79
222,7.6
223,9.4
224,9.4
225,4.6
227,4.43
228,9.4
229,6.79
230,9.4
231,9.4
234,5.7
235,9.4
236,4.43
237,13.6
238,9.4
239,4.43
240,9.4
246,6.79
247,9.4
248,4.6
249,7.6
250,13.6
251,9.9
254,9.9
255,5.35
258,13.6
259,7.0
260,13.6
261,5.97
263,7.7
264,7.0
265,8.7
266,7.0
267,9.4
268,5.8
269,10.0
270,10.0
271,10.0
272,10.0
273,7.5
275,13.6
276,13.6
277,13.6
278,8.4
280,5.9
282,14.0
283,11.8
284,5.9
286,7.9
287,7.5
288,13.6
290,6.4
291,6.1
292,8.4
293,9.9
294,6.8
295,13.09
297,5.9
299,12.5
300,5.9
