,Year,Selling_Price,Present_Price,Kms_Driven,Owner
0,2014,3.35,5.59,27000,0
2,2017,7.25,9.85,6900,0
3,2011,2.85,4.15,5200,0
10,2017,2.85,3.6,2135,0
12,2015,7.5,9.94,15000,0
13,2015,6.1,7.71,26000,0
15,2016,7.75,10.79,43000,0
25,2011,3.0,4.99,20000,0
27,2017,6.0,6.49,16200,0
41,2014,2.55,3.98,46706,0
48,2015,5.8,7.71,25870,0
50,2012,14.9,30.61,104707,0
55,2009,3.6,15.04,70000,0
57,2010,4.75,18.54,50000,0
61,2015,4.5,7.7,40588,0
63,2015,23.5,35.96,47000,0
64,2017,33.0,36.23,6000,0
67,2010,9.25,20.45,59000,0
68,2011,4.35,13.74,88000,0
69,2016,14.25,20.91,12000,0
71,2011,4.5,12.48,45000,0
92,2005,3.51,13.7,75000,0
97,2017,17.0,18.64,8700,0
103,2017,1.45,1.6,1200,0
104,2017,1.35,1.47,4100,0
120,2016,1.05,1.26,5700,0
121,2011,1.05,1.5,6900,0
122,2016,1.05,1.17,6000,0
124,2012,0.95,1.75,11500,0
133,2016,0.72,0.95,500,0
134,2017,0.65,0.81,11800,0
136,2014,0.65,1.2,23500,0
143,2016,0.6,0.84,25000,0
146,2014,0.55,0.787,15000,0
147,2015,0.55,0.84,58000,0
157,2015,0.48,0.84,23000,0
158,2017,0.48,0.54,8600,0
160,2011,0.45,0.95,24000,0
161,2014,0.45,0.826,23000,0
162,2012,0.45,0.99,14500,0
164,2016,0.45,0.54,14000,0
170,2012,0.4,0.83,5500,0
179,2010,0.31,1.05,213000,0
182,2013,0.3,0.58,30000,0
184,2008,0.25,0.75,26000,1
186,2010,0.25,0.52,22000,0
188,2013,0.25,0.57,18000,0
193,2013,0.2,0.65,24000,1
198,2011,0.15,0.57,35000,1
202,2015,4.4,5.7,28200,0
207,2015,5.15,5.7,34797,0
211,2015,11.75,14.79,43535,0
214,2017,5.25,5.7,20114,0
218,2014,6.45,9.4,45078,0
219,2012,4.5,9.4,36000,0
220,2017,3.5,4.43,38488,0
227,2011,2.55,4.43,57000,0
228,2012,4.95,9.4,60000,0
230,2013,6.15,9.4,45000,0
240,2012,5.35,9.4,32322,0
244,2013,5.95,9.4,49000,0
250,2016,12.9,13.6,35934,0
255,2012,3.0,5.35,53675,0
257,2015,8.5,13.6,40324,0
259,2014,3.9,7.0,36054,0
262,2015,4.0,5.8,40023,0
270,2011,4.1,10.0,69341,0
275,2016,10.9,13.6,30753,0
279,2014,6.25,13.6,40126,0
280,2015,5.25,5.9,14465,0
282,2014,8.25,14.0,63000,0
296,2016,9.5,11.6,33988,0
298,2009,3.35,11.0,87934,0
