,Present_Price
0,5.59
1,9.54
2,9.85
4,6.87
5,9.83
6,8.12
8,8.89
10,3.6
12,9.94
14,7.21
15,10.79
16,10.79
18,5.09
19,7.98
20,3.95
21,5.71
22,8.01
23,3.46
24,4.41
25,4.99
26,5.87
27,6.49
28,3.95
30,5.98
31,4.89
32,7.49
33,9.95
34,8.06
36,7.2
37,2.28
38,3.76
39,7.98
40,7.87
41,3.98
44,2.69
45,12.04
47,4.15
49,9.29
51,30.61
52,19.77
53,30.61
54,10.21
55,15.04
56,7.27
57,18.54
58,6.8
59,35.96
60,18.61
62,35.96
63,35.96
67,20.45
70,6.76
71,12.48
73,5.71
74,8.93
75,6.8
76,14.68
77,12.35
78,22.83
82,25.39
83,13.46
84,13.46
87,13.74
89,6.76
90,18.61
91,16.09
92,13.7
93,30.61
94,22.78
95,18.61
96,25.39
99,20.45
101,1.82
103,1.6
104,1.47
105,2.37
106,3.45
108,1.5
109,1.47
110,1.78
112,2.4
113,1.4
115,1.47
116,1.47
117,1.9
118,1.47
119,1.9
121,1.5
124,1.75
125,1.75
126,0.95
127,0.8
128,0.87
129,0.84
134,0.81
135,0.74
136,1.2
137,0.787
138,0.87
139,0.95
140,1.2
144,0.99
145,0.81
146,0.787
148,0.94
150,0.826
151,0.55
152,0.99
153,0.99
157,0.84
158,0.54
159,0.51
160,0.95
161,0.826
162,0.99
163,0.95
165,0.54
166,0.55
167,0.81
168,0.73
169,0.54
171,0.55
173,0.51
174,0.72
176,1.05
177,0.57
178,0.52
179,1.05
181,0.48
182,0.58
183,0.47
184,0.75
186,0.52
187,0.51
188,0.57
189,0.57
191,0.57
192,0.75
193,0.65
195,0.32
196,0.52
198,0.57
199,0.58
200,0.75
201,6.79
203,4.6
204,4.43
205,5.7
206,7.13
207,5.7
209,5.7
210,4.6
211,14.79
212,13.6
216,4.43
218,9.4
220,4.43
221,6.79
222,7.6
223,9.4
225,4.6
226,5.7
227,4.43
229,6.79
230,9.4
231,9.4
232,14.79
233,5.7
234,5.7
236,4.43
237,13.6
238,9.4
239,4.43
241,7.13
242,7.13
243,7.6
244,9.4
246,6.79
249,7.6
252,6.82
253,9.9
254,9.9
255,5.35
256,13.6
257,13.6
258,13.6
259,7.0
261,5.97
262,5.8
263,7.7
264,7.0
266,7.0
269,10.0
270,10.0
271,10.0
272,10.0
273,7.5
274,6.8
276,13.6
279,13.6
280,5.9
281,7.6
284,5.9
285,8.5
286,7.9
287,7.5
288,13.6
290,6.4
291,6.1
292,8.4
293,9.9
294,6.8
295,13.09
297,5.9
298,11.0
299,12.5
