,Year,Selling_Price,Present_Price,Kms_Driven,Owner
3,2011,2.85,4.15,5200,0
7,2015,6.5,8.61,33429,0
9,2015,7.45,8.92,42367,0
11,2015,6.85,10.38,51000,0
13,2015,6.1,7.71,26000,0
17,2016,7.75,10.79,43000,0
29,2015,7.45,10.38,45000,0
35,2011,2.95,7.74,49998,0
42,2008,1.95,7.15,58000,0
43,2014,5.5,8.06,45780,0
46,2013,2.65,4.89,64532,0
48,2015,5.8,7.71,25870,0
50,2012,14.9,30.61,104707,0
61,2015,4.5,7.7,40588,0
64,2017,33.0,36.23,6000,0
65,2014,4.75,6.95,45000,0
66,2017,19.75,23.15,11000,0
68,2011,4.35,13.74,88000,0
69,2016,14.25,20.91,12000,0
72,2013,7.45,18.61,56001,0
79,2012,14.5,30.61,89000,0
80,2016,14.73,14.89,23000,0
81,2015,4.75,7.85,40000,0
85,2006,2.5,23.73,142000,3
86,2010,35.0,92.6,78000,0
88,2013,3.45,6.05,47000,0
97,2017,17.0,18.64,8700,0
98,2013,7.05,18.61,45000,0
100,2016,1.75,1.9,3000,0
102,2017,1.65,1.78,4000,0
107,2013,1.25,1.5,15000,0
111,2016,1.15,1.5,8700,0
114,2015,1.15,1.47,17000,0
120,2016,1.05,1.26,5700,0
122,2016,1.05,1.17,6000,0
123,2013,1.0,1.47,46500,0
130,2017,0.75,0.87,11000,0
131,2015,0.75,0.82,18000,0
132,2017,0.75,0.95,3500,0
133,2016,0.72,0.95,500,0
141,2016,0.6,0.8,20000,0
142,2015,0.6,0.84,29000,0
143,2016,0.6,0.84,25000,0
147,2015,0.55,0.84,58000,0
149,2016,0.51,0.94,24000,0
154,2014,0.5,0.88,8000,0
155,2017,0.48,0.51,4300,0
156,2017,0.48,0.52,15000,0
164,2016,0.45,0.54,14000,0
170,2012,0.4,0.83,5500,0
172,2014,0.4,0.64,13700,0
175,2011,0.38,0.787,75000,0
180,2012,0.3,0.51,60000,0
185,2008,0.25,0.58,1900,0
190,2008,0.2,0.75,60000,0
194,2008,0.2,0.787,50000,0
197,2010,0.16,0.51,33000,0
202,2015,4.4,5.7,28200,0
208,2017,7.9,8.1,3435,0
213,2011,2.9,6.79,31604,0
214,2017,5.25,5.7,20114,0
215,2012,4.5,9.4,36100,0
217,2016,3.15,4.43,15000,0
219,2012,4.5,9.4,36000,0
224,2013,5.11,9.4,36198,0
228,2012,4.95,9.4,60000,0
235,2017,9.1,9.4,15141,0
240,2012,5.35,9.4,32322,0
245,2012,5.2,9.4,71000,0
247,2015,5.95,9.4,36000,0
248,2013,4.0,4.6,30000,0
250,2016,12.9,13.6,35934,0
251,2013,5.0,9.9,56701,0
260,2016,9.15,13.6,29223,0
265,2017,6.5,8.7,21200,0
267,2016,8.35,9.4,19434,0
268,2017,4.8,5.8,19000,0
275,2016,10.9,13.6,30753,0
277,2015,9.7,13.6,21780,0
278,2016,6.0,8.4,4000,0
282,2014,8.25,14.0,63000,0
283,2016,8.99,11.8,9010,0
289,2016,10.11,13.6,10980,0
296,2016,9.5,11.6,33988,0
300,2016,5.3,5.9,5464,0
