,Year,Selling_Price,Present_Price,Kms_Driven,Owner
4,2014,4.6,6.87,42450,0
9,2015,7.45,8.92,42367,0
11,2015,6.85,10.38,51000,0
19,2010,2.65,7.98,41442,0
20,2016,2.85,3.95,25000,0
31,2011,2.35,4.89,54200,0
36,2015,4.65,7.2,48767,0
41,2014,2.55,3.98,46706,0
43,2014,5.5,8.06,45780,0
44,2012,1.25,2.69,50000,0
46,2013,2.65,4.89,64532,0
56,2015,4.5,7.27,40534,0
75,2015,3.95,6.8,36000,0
79,2012,14.5,30.61,89000,0
83,2015,12.5,13.46,38000,0
85,2006,2.5,23.73,142000,3
89,2014,4.75,6.76,40000,0
90,2009,3.8,18.61,62000,0
92,2005,3.51,13.7,75000,0
94,2008,4.0,22.78,89000,0
96,2016,20.75,25.39,29000,0
98,2013,7.05,18.61,45000,0
104,2017,1.35,1.47,4100,0
110,2016,1.2,1.78,6000,0
113,2016,1.15,1.4,35000,0
114,2015,1.15,1.47,17000,0
116,2013,1.1,1.47,33000,0
120,2016,1.05,1.26,5700,0
139,2015,0.6,0.95,16600,0
141,2016,0.6,0.8,20000,0
143,2016,0.6,0.84,25000,0
144,2014,0.6,0.99,25000,0
148,2010,0.52,0.94,45000,0
149,2016,0.51,0.94,24000,0
152,2012,0.5,0.99,13000,0
153,2013,0.5,0.99,45000,0
154,2014,0.5,0.88,8000,0
157,2015,0.48,0.84,23000,0
158,2017,0.48,0.54,8600,0
161,2014,0.45,0.826,23000,0
163,2010,0.45,0.95,27000,0
165,2016,0.45,0.54,500,0
173,2017,0.4,0.51,1300,0
179,2010,0.31,1.05,213000,0
183,2013,0.27,0.47,21000,0
187,2013,0.25,0.51,32000,0
198,2011,0.15,0.57,35000,1
200,2006,0.1,0.75,92233,0
209,2015,4.85,5.7,21125,0
210,2012,3.1,4.6,35775,0
212,2016,11.25,13.6,22671,0
213,2011,2.9,6.79,31604,0
215,2012,4.5,9.4,36100,0
219,2012,4.5,9.4,36000,0
221,2013,4.5,6.79,32000,0
225,2011,2.7,4.6,22517,0
228,2012,4.95,9.4,60000,0
229,2012,3.1,6.79,52132,0
230,2013,6.15,9.4,45000,0
233,2013,3.9,5.7,53000,0
244,2013,5.95,9.4,49000,0
248,2013,4.0,4.6,30000,0
254,2013,5.25,9.9,54242,0
255,2012,3.0,5.35,53675,0
258,2015,8.4,13.6,25000,0
261,2016,5.5,5.97,5600,0
273,2010,2.25,7.5,61203,0
280,2015,5.25,5.9,14465,0
287,2015,5.75,7.5,44000,0
292,2016,6.4,8.4,12000,0
294,2014,3.75,6.8,33019,0
297,2015,4.0,5.9,60000,0
298,2009,3.35,11.0,87934,0
