,Present_Price
0,5.59
1,9.54
2,9.85
3,4.15
5,9.83
6,8.12
8,8.89
9,8.92
10,3.6
11,10.38
14,7.21
15,10.79
16,10.79
17,10.79
18,5.09
19,7.98
21,5.71
22,8.01
23,3.46
24,4.41
25,4.99
26,5.87
27,6.49
28,3.95
30,5.98
31,4.89
32,7.49
34,8.06
35,7.74
36,7.2
37,2.28
38,3.76
39,7.98
40,7.87
42,7.15
43,8.06
44,2.69
45,12.04
46,4.89
48,7.71
49,9.29
50,30.61
51,30.61
52,19.77
53,30.61
55,15.04
56,7.27
57,18.54
58,6.8
59,35.96
60,18.61
62,35.96
65,6.95
66,23.15
68,13.74
70,6.76
71,12.48
73,5.71
74,8.93
75,6.8
77,12.35
78,22.83
79,30.61
80,14.89
83,13.46
85,23.73
86,92.6
87,13.74
88,6.05
89,6.76
90,18.61
91,16.09
93,30.61
94,22.78
96,25.39
97,18.64
98,18.61
99,20.45
100,1.9
101,1.82
102,1.78
103,1.6
105,2.37
106,3.45
108,1.5
109,1.47
110,1.78
111,1.5
112,2.4
113,1.4
114,1.47
115,1.47
117,1.9
118,1.47
120,1.26
123,1.47
124,1.75
126,0.95
127,0.8
129,0.84
132,0.95
133,0.95
134,0.81
135,0.74
136,1.2
137,0.787
138,0.87
139,0.95
140,1.2
141,0.8
143,0.84
146,0.787
148,0.94
149,0.94
150,0.826
151,0.55
153,0.99
154,0.88
155,0.51
156,0.52
157,0.84
158,0.54
161,0.826
163,0.95
164,0.54
165,0.54
166,0.55
167,0.81
169,0.54
170,0.83
171,0.55
172,0.64
173,0.51
174,0.72
175,0.787
176,1.05
177,0.57
178,0.52
179,1.05
180,0.51
181,0.48
182,0.58
183,0.47
184,0.75
185,0.58
186,0.52
187,0.51
188,0.57
190,0.75
191,0.57
192,0.75
195,0.32
196,0.52
197,0.51
198,0.57
199,0.58
200,0.75
202,5.7
203,4.6
204,4.43
206,7.13
207,5.7
208,8.1
209,5.7
210,4.6
212,13.6
213,6.79
215,9.4
216,4.43
217,4.43
218,9.4
219,9.4
220,4.43
221,6.79
222,7.6
223,9.4
228,9.4
229,6.79
231,9.4
232,14.79
233,5.7
234,5.7
235,9.4
236,4.43
237,13.6
238,9.4
240,9.4
241,7.13
242,7.13
243,7.6
244,9.4
245,9.4
246,6.79
248,4.6
250,13.6
252,6.82
253,9.9
255,5.35
256,13.6
259,7.0
260,13.6
261,5.97
262,5.8
263,7.7
264,7.0
265,8.7
266,7.0
267,9.4
268,5.8
270,10.0
272,10.0
273,7.5
274,6.8
275,13.6
276,13.6
277,13.6
278,8.4
280,5.9
282,14.0
283,11.8
284,5.9
285,8.5
286,7.9
287,7.5
288,13.6
289,13.6
290,6.4
291,6.1
293,9.9
294,6.8
296,11.6
297,5.9
298,11.0
300,5.9
