,Year,Selling_Price,Present_Price,Kms_Driven,Owner
4,2014,4.6,6.87,42450,0
7,2015,6.5,8.61,33429,0
12,2015,7.5,9.94,15000,0
13,2015,6.1,7.71,26000,0
20,2016,2.85,3.95,25000,0
29,2015,7.45,10.38,45000,0
33,2014,6.0,9.95,45000,0
41,2014,2.55,3.98,46706,0
47,2006,1.05,4.15,65000,0
54,2005,2.75,10.21,90000,0
61,2015,4.5,7.7,40588,0
63,2015,23.5,35.96,47000,0
64,2017,33.0,36.23,6000,0
67,2010,9.25,20.45,59000,0
69,2016,14.25,20.91,12000,0
72,2013,7.45,18.61,56001,0
76,2013,5.5,14.68,72000,0
81,2015,4.75,7.85,40000,0
82,2017,23.0,25.39,15000,0
84,2005,3.49,13.46,197176,0
92,2005,3.51,13.7,75000,0
95,2012,5.85,18.61,72000,0
104,2017,1.35,1.47,4100,0
107,2013,1.25,1.5,15000,0
116,2013,1.1,1.47,33000,0
119,2013,1.05,1.9,5400,0
121,2011,1.05,1.5,6900,0
122,2016,1.05,1.17,6000,0
125,2009,0.9,1.75,40000,0
128,2017,0.8,0.87,3000,0
130,2017,0.75,0.87,11000,0
131,2015,0.75,0.82,18000,0
142,2015,0.6,0.84,29000,0
144,2014,0.6,0.99,25000,0
145,2012,0.6,0.81,19000,0
147,2015,0.55,0.84,58000,0
152,2012,0.5,0.99,13000,0
159,2017,0.45,0.51,4000,0
160,2011,0.45,0.95,24000,0
162,2012,0.45,0.99,14500,0
168,2013,0.42,0.73,12000,0
189,2005,0.2,0.57,55000,0
193,2013,0.2,0.65,24000,1
194,2008,0.2,0.787,50000,0
201,2010,3.25,6.79,58000,1
205,2016,5.25,5.7,3493,1
211,2015,11.75,14.79,43535,0
214,2017,5.25,5.7,20114,0
224,2013,5.11,9.4,36198,0
225,2011,2.7,4.6,22517,0
226,2015,5.25,5.7,24678,0
227,2011,2.55,4.43,57000,0
230,2013,6.15,9.4,45000,0
239,2012,2.0,4.43,23709,0
247,2015,5.95,9.4,36000,0
249,2016,5.25,7.6,17000,0
251,2013,5.0,9.9,56701,0
254,2013,5.25,9.9,54242,0
257,2015,8.5,13.6,40324,0
258,2015,8.4,13.6,25000,0
269,2015,6.7,10.0,18828,0
271,2009,3.0,10.0,69562,0
279,2014,6.25,13.6,40126,0
281,2006,2.1,7.6,50456,0
292,2016,6.4,8.4,12000,0
295,2015,8.55,13.09,60076,0
299,2017,11.5,12.5,9000,0
