,Present_Price
1,9.54
3,4.15
5,9.83
11,10.38
12,9.94
13,7.71
15,10.79
19,7.98
20,3.95
31,4.89
32,7.49
36,7.2
41,3.98
42,7.15
45,12.04
57,18.54
58,6.8
62,35.96
65,6.95
66,23.15
69,20.91
70,6.76
71,12.48
79,30.61
82,25.39
89,6.76
92,13.7
94,22.78
97,18.64
98,18.61
99,20.45
101,1.82
103,1.6
109,1.47
111,1.5
114,1.47
115,1.47
116,1.47
117,1.9
118,1.47
120,1.26
122,1.17
123,1.47
125,1.75
126,0.95
130,0.87
131,0.82
133,0.95
135,0.74
136,1.2
146,0.787
152,0.99
154,0.88
157,0.84
158,0.54
161,0.826
162,0.99
164,0.54
167,0.81
168,0.73
174,0.72
179,1.05
189,0.57
191,0.57
199,0.58
202,5.7
206,7.13
208,8.1
216,4.43
221,6.79
222,7.6
224,9.4
231,9.4
237,13.6
244,9.4
245,9.4
249,7.6
250,13.6
256,13.6
258,13.6
259,7.0
260,13.6
268,5.8
271,10.0
272,10.0
273,7.5
277,13.6
281,7.6
283,11.8
288,13.6
289,13.6
290,6.4
291,6.1
300,5.9
