,Present_Price
0,5.59
2,9.85
4,6.87
6,8.12
7,8.61
8,8.89
9,8.92
10,3.6
14,7.21
16,10.79
17,10.79
18,5.09
21,5.71
22,8.01
23,3.46
24,4.41
25,4.99
26,5.87
27,6.49
28,3.95
29,10.38
30,5.98
33,9.95
34,8.06
35,7.74
37,2.28
38,3.76
39,7.98
40,7.87
43,8.06
44,2.69
46,4.89
47,4.15
48,7.71
49,9.29
50,30.61
51,30.61
52,19.77
53,30.61
54,10.21
55,15.04
56,7.27
59,35.96
60,18.61
61,7.7
63,35.96
64,36.23
67,20.45
68,13.74
72,18.61
73,5.71
74,8.93
75,6.8
76,14.68
77,12.35
78,22.83
80,14.89
81,7.85
83,13.46
84,13.46
85,23.73
86,92.6
87,13.74
88,6.05
90,18.61
91,16.09
93,30.61
95,18.61
96,25.39
100,1.9
102,1.78
104,1.47
105,2.37
106,3.45
107,1.5
108,1.5
110,1.78
112,2.4
113,1.4
119,1.9
121,1.5
124,1.75
127,0.8
128,0.87
129,0.84
132,0.95
134,0.81
137,0.787
138,0.87
139,0.95
140,1.2
141,0.8
142,0.84
143,0.84
144,0.99
145,0.81
147,0.84
148,0.94
149,0.94
150,0.826
151,0.55
153,0.99
155,0.51
156,0.52
159,0.51
160,0.95
163,0.95
165,0.54
166,0.55
169,0.54
170,0.83
171,0.55
172,0.64
173,0.51
175,0.787
176,1.05
177,0.57
178,0.52
180,0.51
181,0.48
182,0.58
183,0.47
184,0.75
185,0.58
186,0.52
187,0.51
188,0.57
190,0.75
192,0.75
193,0.65
194,0.787
195,0.32
196,0.52
197,0.51
198,0.57
200,0.75
201,6.79
203,4.6
204,4.43
205,5.7
207,5.7
209,5.7
210,4.6
211,14.79
212,13.6
213,6.79
214,5.7
215,9.4
217,4.43
218,9.4
219,9.4
220,4.43
223,9.4
225,4.6
226,5.7
227,4.43
228,9.4
229,6.79
230,9.4
232,14.79
233,5.7
234,5.7
235,9.4
236,4.43
238,9.4
239,4.43
240,9.4
241,7.13
242,7.13
243,7.6
246,6.79
247,9.4
248,4.6
251,9.9
252,6.82
253,9.9
254,9.9
255,5.35
257,13.6
261,5.97
262,5.8
263,7.7
264,7.0
265,8.7
266,7.0
267,9.4
269,10.0
270,10.0
274,6.8
275,13.6
276,13.6
278,8.4
279,13.6
280,5.9
282,14.0
284,5.9
285,8.5
286,7.9
287,7.5
292,8.4
293,9.9
294,6.8
295,13.09
296,11.6
297,5.9
298,11.0
299,12.5
