,Year,Selling_Price,Present_Price,Kms_Driven,Owner
1,2013,4.75,9.54,43000,0
3,2011,2.85,4.15,5200,0
5,2018,9.25,9.83,2071,0
11,2015,6.85,10.38,51000,0
12,2015,7.5,9.94,15000,0
13,2015,6.1,7.71,26000,0
15,2016,7.75,10.79,43000,0
19,2010,2.65,7.98,41442,0
20,2016,2.85,3.95,25000,0
31,2011,2.35,4.89,54200,0
32,2014,4.95,7.49,39000,0
36,2015,4.65,7.2,48767,0
41,2014,2.55,3.98,46706,0
42,2008,1.95,7.15,58000,0
45,2014,7.5,12.04,15000,0
57,2010,4.75,18.54,50000,0
58,2014,4.1,6.8,39485,1
62,2014,18.75,35.96,78000,0
65,2014,4.75,6.95,45000,0
66,2017,19.75,23.15,11000,0
69,2016,14.25,20.91,12000,0
70,2014,3.95,6.76,71000,0
71,2011,4.5,12.48,45000,0
79,2012,14.5,30.61,89000,0
82,2017,23.0,25.39,15000,0
89,2014,4.75,6.76,40000,0
92,2005,3.51,13.7,75000,0
94,2008,4.0,22.78,89000,0
97,2017,17.0,18.64,8700,0
98,2013,7.05,18.61,45000,0
99,2010,9.65,20.45,50024,0
101,2017,1.7,1.82,1400,0
103,2017,1.45,1.6,1200,0
109,2017,1.2,1.47,11000,0
111,2016,1.15,1.5,8700,0
114,2015,1.15,1.47,17000,0
115,2015,1.11,1.47,17500,0
116,2013,1.1,1.47,33000,0
117,2015,1.1,1.9,14000,0
118,2015,1.1,1.47,26000,0
120,2016,1.05,1.26,5700,0
122,2016,1.05,1.17,6000,0
123,2013,1.0,1.47,46500,0
125,2009,0.9,1.75,40000,0
126,2017,0.9,0.95,1300,0
130,2017,0.75,0.87,11000,0
131,2015,0.75,0.82,18000,0
133,2016,0.72,0.95,500,0
135,2015,0.65,0.74,5000,0
136,2014,0.65,1.2,23500,0
146,2014,0.55,0.787,15000,0
152,2012,0.5,0.99,13000,0
154,2014,0.5,0.88,8000,0
157,2015,0.48,0.84,23000,0
158,2017,0.48,0.54,8600,0
161,2014,0.45,0.826,23000,0
162,2012,0.45,0.99,14500,0
164,2016,0.45,0.54,14000,0
167,2014,0.42,0.81,42000,0
168,2013,0.42,0.73,12000,0
174,2015,0.38,0.72,38600,0
179,2010,0.31,1.05,213000,0
189,2005,0.2,0.57,55000,0
191,2012,0.2,0.57,25000,1
199,2007,0.12,0.58,53000,0
202,2015,4.4,5.7,28200,0
206,2017,5.75,7.13,12479,0
208,2017,7.9,8.1,3435,0
216,2016,2.9,4.43,12500,0
221,2013,4.5,6.79,32000,0
222,2014,6.0,7.6,77632,0
224,2013,5.11,9.4,36198,0
231,2017,9.25,9.4,15001,0
237,2015,11.25,13.6,68000,0
244,2013,5.95,9.4,49000,0
245,2012,5.2,9.4,71000,0
249,2016,5.25,7.6,17000,0
250,2016,12.9,13.6,35934,0
256,2016,10.25,13.6,49562,0
258,2015,8.4,13.6,25000,0
259,2014,3.9,7.0,36054,0
260,2016,9.15,13.6,29223,0
268,2017,4.8,5.8,19000,0
271,2009,3.0,10.0,69562,0
272,2015,7.5,10.0,27600,0
273,2010,2.25,7.5,61203,0
277,2015,9.7,13.6,21780,0
281,2006,2.1,7.6,50456,0
283,2016,8.99,11.8,9010,0
288,2015,8.4,13.6,34000,0
289,2016,10.11,13.6,10980,0
290,2014,4.5,6.4,19000,0
291,2015,5.4,6.1,31427,0
300,2016,5.3,5.9,5464,0
