,Year,Selling_Price,Present_Price,Kms_Driven,Owner
8,2016,8.75,8.89,20273,0
16,2015,7.25,10.79,41678,0
18,2015,3.25,5.09,35500,0
19,2010,2.65,7.98,41442,0
21,2017,4.9,5.71,2400,0
22,2011,4.4,8.01,50000,0
27,2017,6.0,6.49,16200,0
32,2014,4.95,7.49,39000,0
36,2015,4.65,7.2,48767,0
41,2014,2.55,3.98,46706,0
42,2008,1.95,7.15,58000,0
53,2013,16.0,30.61,135000,0
55,2009,3.6,15.04,70000,0
56,2015,4.5,7.27,40534,0
60,2013,6.95,18.61,40001,0
63,2015,23.5,35.96,47000,0
65,2014,4.75,6.95,45000,0
78,2010,5.25,22.83,80000,0
91,2014,11.25,16.09,58242,0
92,2005,3.51,13.7,75000,0
93,2015,23.0,30.61,40000,0
94,2008,4.0,22.78,89000,0
95,2012,5.85,18.61,72000,0
97,2017,17.0,18.64,8700,0
98,2013,7.05,18.61,45000,0
100,2016,1.75,1.9,3000,0
102,2017,1.65,1.78,4000,0
111,2016,1.15,1.5,8700,0
112,2014,1.15,2.4,7000,0
113,2016,1.15,1.4,35000,0
114,2015,1.15,1.47,17000,0
115,2015,1.11,1.47,17500,0
121,2011,1.05,1.5,6900,0
127,2016,0.75,0.8,7000,0
129,2017,0.78,0.84,5000,0
130,2017,0.75,0.87,11000,0
137,2013,0.65,0.787,16000,0
138,2016,0.6,0.87,15000,0
148,2010,0.52,0.94,45000,0
149,2016,0.51,0.94,24000,0
150,2011,0.5,0.826,6000,0
154,2014,0.5,0.88,8000,0
158,2017,0.48,0.54,8600,0
159,2017,0.45,0.51,4000,0
160,2011,0.45,0.95,24000,0
161,2014,0.45,0.826,23000,0
162,2012,0.45,0.99,14500,0
170,2012,0.4,0.83,5500,0
178,2014,0.35,0.52,19000,0
184,2008,0.25,0.75,26000,1
185,2008,0.25,0.58,1900,0
197,2010,0.16,0.51,33000,0
202,2015,4.4,5.7,28200,0
205,2016,5.25,5.7,3493,1
207,2015,5.15,5.7,34797,0
208,2017,7.9,8.1,3435,0
212,2016,11.25,13.6,22671,0
215,2012,4.5,9.4,36100,0
220,2017,3.5,4.43,38488,0
226,2015,5.25,5.7,24678,0
230,2013,6.15,9.4,45000,0
231,2017,9.25,9.4,15001,0
232,2015,11.45,14.79,12900,0
233,2013,3.9,5.7,53000,0
248,2013,4.0,4.6,30000,0
250,2016,12.9,13.6,35934,0
262,2015,4.0,5.8,40023,0
270,2011,4.1,10.0,69341,0
279,2014,6.25,13.6,40126,0
280,2015,5.25,5.9,14465,0
283,2016,8.99,11.8,9010,0
285,2016,7.4,8.5,15059,0
286,2016,5.65,7.9,28569,0
295,2015,8.55,13.09,60076,0
300,2016,5.3,5.9,5464,0
