,Year,Selling_Price,Present_Price,Kms_Driven,Owner
2,2017,7.25,9.85,6900,0
6,2015,6.75,8.12,18796,0
9,2015,7.45,8.92,42367,0
10,2017,2.85,3.6,2135,0
15,2016,7.75,10.79,43000,0
21,2017,4.9,5.71,2400,0
25,2011,3.0,4.99,20000,0
28,2010,1.95,3.95,44542,0
31,2011,2.35,4.89,54200,0
33,2014,6.0,9.95,45000,0
36,2015,4.65,7.2,48767,0
42,2008,1.95,7.15,58000,0
47,2006,1.05,4.15,65000,0
50,2012,14.9,30.61,104707,0
56,2015,4.5,7.27,40534,0
58,2014,4.1,6.8,39485,1
62,2014,18.75,35.96,78000,0
63,2015,23.5,35.96,47000,0
65,2014,4.75,6.95,45000,0
66,2017,19.75,23.15,11000,0
72,2013,7.45,18.61,56001,0
73,2011,2.65,5.71,43000,0
75,2015,3.95,6.8,36000,0
84,2005,3.49,13.46,197176,0
85,2006,2.5,23.73,142000,3
88,2013,3.45,6.05,47000,0
93,2015,23.0,30.61,40000,0
94,2008,4.0,22.78,89000,0
96,2016,20.75,25.39,29000,0
98,2013,7.05,18.61,45000,0
107,2013,1.25,1.5,15000,0
108,2016,1.2,1.5,18000,0
112,2014,1.15,2.4,7000,0
113,2016,1.15,1.4,35000,0
122,2016,1.05,1.17,6000,0
130,2017,0.75,0.87,11000,0
131,2015,0.75,0.82,18000,0
138,2016,0.6,0.87,15000,0
141,2016,0.6,0.8,20000,0
144,2014,0.6,0.99,25000,0
145,2012,0.6,0.81,19000,0
147,2015,0.55,0.84,58000,0
148,2010,0.52,0.94,45000,0
153,2013,0.5,0.99,45000,0
161,2014,0.45,0.826,23000,0
166,2016,0.45,0.55,1000,0
167,2014,0.42,0.81,42000,0
172,2014,0.4,0.64,13700,0
183,2013,0.27,0.47,21000,0
186,2010,0.25,0.52,22000,0
189,2005,0.2,0.57,55000,0
195,2015,0.18,0.32,35000,0
198,2011,0.15,0.57,35000,1
201,2010,3.25,6.79,58000,1
202,2015,4.4,5.7,28200,0
204,2015,2.75,4.43,28282,0
205,2016,5.25,5.7,3493,1
206,2017,5.75,7.13,12479,0
208,2017,7.9,8.1,3435,0
212,2016,11.25,13.6,22671,0
213,2011,2.9,6.79,31604,0
214,2017,5.25,5.7,20114,0
218,2014,6.45,9.4,45078,0
220,2017,3.5,4.43,38488,0
225,2011,2.7,4.6,22517,0
228,2012,4.95,9.4,60000,0
230,2013,6.15,9.4,45000,0
233,2013,3.9,5.7,53000,0
235,2017,9.1,9.4,15141,0
237,2015,11.25,13.6,68000,0
240,2012,5.35,9.4,32322,0
244,2013,5.95,9.4,49000,0
245,2012,5.2,9.4,71000,0
250,2016,12.9,13.6,35934,0
253,2014,7.2,9.9,48000,0
257,2015,8.5,13.6,40324,0
258,2015,8.4,13.6,25000,0
261,2016,5.5,5.97,5600,0
263,2016,6.6,7.7,16002,0
270,2011,4.1,10.0,69341,0
271,2009,3.0,10.0,69562,0
282,2014,8.25,14.0,63000,0
287,2015,5.75,7.5,44000,0
