,Present_Price
2,9.85
6,8.12
9,8.92
10,3.6
15,10.79
21,5.71
25,4.99
28,3.95
31,4.89
33,9.95
36,7.2
42,7.15
47,4.15
50,30.61
56,7.27
58,6.8
62,35.96
63,35.96
65,6.95
66,23.15
72,18.61
73,5.71
75,6.8
84,13.46
85,23.73
88,6.05
93,30.61
94,22.78
96,25.39
98,18.61
107,1.5
108,1.5
112,2.4
113,1.4
122,1.17
130,0.87
131,0.82
138,0.87
141,0.8
144,0.99
145,0.81
147,0.84
148,0.94
153,0.99
161,0.826
166,0.55
167,0.81
172,0.64
183,0.47
186,0.52
189,0.57
195,0.32
198,0.57
201,6.79
202,5.7
204,4.43
205,5.7
206,7.13
208,8.1
212,13.6
213,6.79
214,5.7
218,9.4
220,4.43
225,4.6
228,9.4
230,9.4
233,5.7
235,9.4
237,13.6
240,9.4
244,9.4
245,9.4
250,13.6
253,9.9
257,13.6
258,13.6
261,5.97
263,7.7
270,10.0
271,10.0
282,14.0
287,7.5
