,Year,Selling_Price,Present_Price,Kms_Driven,Owner
0,2014,3.35,5.59,27000,0
2,2017,7.25,9.85,6900,0
7,2015,6.5,8.61,33429,0
12,2015,7.5,9.94,15000,0
13,2015,6.1,7.71,26000,0
19,2010,2.65,7.98,41442,0
21,2017,4.9,5.71,2400,0
23,2014,2.5,3.46,45280,0
27,2017,6.0,6.49,16200,0
29,2015,7.45,10.38,45000,0
31,2011,2.35,4.89,54200,0
43,2014,5.5,8.06,45780,0
46,2013,2.65,4.89,64532,0
48,2015,5.8,7.71,25870,0
52,2017,18.0,19.77,15000,0
53,2013,16.0,30.61,135000,0
58,2014,4.1,6.8,39485,1
62,2014,18.75,35.96,78000,0
79,2012,14.5,30.61,89000,0
83,2015,12.5,13.46,38000,0
88,2013,3.45,6.05,47000,0
89,2014,4.75,6.76,40000,0
90,2009,3.8,18.61,62000,0
92,2005,3.51,13.7,75000,0
110,2016,1.2,1.78,6000,0
111,2016,1.15,1.5,8700,0
114,2015,1.15,1.47,17000,0
116,2013,1.1,1.47,33000,0
122,2016,1.05,1.17,6000,0
128,2017,0.8,0.87,3000,0
132,2017,0.75,0.95,3500,0
139,2015,0.6,0.95,16600,0
142,2015,0.6,0.84,29000,0
146,2014,0.55,0.787,15000,0
147,2015,0.55,0.84,58000,0
152,2012,0.5,0.99,13000,0
154,2014,0.5,0.88,8000,0
155,2017,0.48,0.51,4300,0
158,2017,0.48,0.54,8600,0
164,2016,0.45,0.54,14000,0
166,2016,0.45,0.55,1000,0
168,2013,0.42,0.73,12000,0
169,2015,0.4,0.54,14000,0
183,2013,0.27,0.47,21000,0
209,2015,4.85,5.7,21125,0
217,2016,3.15,4.43,15000,0
221,2013,4.5,6.79,32000,0
222,2014,6.0,7.6,77632,0
226,2015,5.25,5.7,24678,0
228,2012,4.95,9.4,60000,0
232,2015,11.45,14.79,12900,0
234,2015,5.5,5.7,4492,0
237,2015,11.25,13.6,68000,0
242,2014,4.4,7.13,34000,0
247,2015,5.95,9.4,36000,0
248,2013,4.0,4.6,30000,0
254,2013,5.25,9.9,54242,0
261,2016,5.5,5.97,5600,0
265,2017,6.5,8.7,21200,0
267,2016,8.35,9.4,19434,0
271,2009,3.0,10.0,69562,0
272,2015,7.5,10.0,27600,0
273,2010,2.25,7.5,61203,0
275,2016,10.9,13.6,30753,0
276,2015,8.65,13.6,24800,0
281,2006,2.1,7.6,50456,0
283,2016,8.99,11.8,9010,0
284,2013,3.5,5.9,9800,0
289,2016,10.11,13.6,10980,0
290,2014,4.5,6.4,19000,0
291,2015,5.4,6.1,31427,0
296,2016,9.5,11.6,33988,0
