,Present_Price
0,5.59
2,9.85
7,8.61
12,9.94
13,7.71
19,7.98
21,5.71
23,3.46
27,6.49
29,10.38
31,4.89
43,8.06
46,4.89
48,7.71
52,19.77
53,30.61
58,6.8
62,35.96
79,30.61
83,13.46
88,6.05
89,6.76
90,18.61
92,13.7
110,1.78
111,1.5
114,1.47
116,1.47
122,1.17
128,0.87
132,0.95
139,0.95
142,0.84
146,0.787
147,0.84
152,0.99
154,0.88
155,0.51
158,0.54
164,0.54
166,0.55
168,0.73
169,0.54
183,0.47
209,5.7
217,4.43
221,6.79
222,7.6
226,5.7
228,9.4
232,14.79
234,5.7
237,13.6
242,7.13
247,9.4
248,4.6
254,9.9
261,5.97
265,8.7
267,9.4
271,10.0
272,10.0
273,7.5
275,13.6
276,13.6
281,7.6
283,11.8
284,5.9
289,13.6
290,6.4
291,6.1
296,11.6
