,Year,Selling_Price,Present_Price,Kms_Driven,Owner
0,2014,3.35,5.59,27000,0
5,2018,9.25,9.83,2071,0
13,2015,6.1,7.71,26000,0
17,2016,7.75,10.79,43000,0
22,2011,4.4,8.01,50000,0
30,2012,3.1,5.98,51439,0
38,2016,3.0,3.76,10079,0
42,2008,1.95,7.15,58000,0
44,2012,1.25,2.69,50000,0
46,2013,2.65,4.89,64532,0
47,2006,1.05,4.15,65000,0
49,2017,7.75,9.29,37000,0
52,2017,18.0,19.77,15000,0
56,2015,4.5,7.27,40534,0
59,2014,19.99,35.96,41000,0
64,2017,33.0,36.23,6000,0
73,2011,2.65,5.71,43000,0
74,2014,4.9,8.93,83000,0
76,2013,5.5,14.68,72000,0
77,2004,1.5,12.35,135154,0
78,2010,5.25,22.83,80000,0
81,2015,4.75,7.85,40000,0
84,2005,3.49,13.46,197176,0
86,2010,35.0,92.6,78000,0
90,2009,3.8,18.61,62000,0
91,2014,11.25,16.09,58242,0
93,2015,23.0,30.61,40000,0
94,2008,4.0,22.78,89000,0
101,2017,1.7,1.82,1400,0
102,2017,1.65,1.78,4000,0
106,2014,1.35,3.45,16500,1
107,2013,1.25,1.5,15000,0
123,2013,1.0,1.47,46500,0
128,2017,0.8,0.87,3000,0
130,2017,0.75,0.87,11000,0
140,2013,0.6,1.2,32000,0
142,2015,0.6,0.84,29000,0
144,2014,0.6,0.99,25000,0
145,2012,0.6,0.81,19000,0
152,2012,0.5,0.99,13000,0
153,2013,0.5,0.99,45000,0
156,2017,0.48,0.52,15000,0
166,2016,0.45,0.55,1000,0
167,2014,0.42,0.81,42000,0
168,2013,0.42,0.73,12000,0
175,2011,0.38,0.787,75000,0
186,2010,0.25,0.52,22000,0
190,2008,0.2,0.75,60000,0
198,2011,0.15,0.57,35000,1
205,2016,5.25,5.7,3493,1
207,2015,5.15,5.7,34797,0
208,2017,7.9,8.1,3435,0
212,2016,11.25,13.6,22671,0
222,2014,6.0,7.6,77632,0
224,2013,5.11,9.4,36198,0
226,2015,5.25,5.7,24678,0
228,2012,4.95,9.4,60000,0
231,2017,9.25,9.4,15001,0
232,2015,11.45,14.79,12900,0
233,2013,3.9,5.7,53000,0
235,2017,9.1,9.4,15141,0
238,2013,4.8,9.4,60241,0
240,2012,5.35,9.4,32322,0
245,2012,5.2,9.4,71000,0
247,2015,5.95,9.4,36000,0
251,2013,5.0,9.9,56701,0
257,2015,8.5,13.6,40324,0
260,2016,9.15,13.6,29223,0
263,2016,6.6,7.7,16002,0
269,2015,6.7,10.0,18828,0
270,2011,4.1,10.0,69341,0
275,2016,10.9,13.6,30753,0
285,2016,7.4,8.5,15059,0
289,2016,10.11,13.6,10980,0
290,2014,4.5,6.4,19000,0
297,2015,4.0,5.9,60000,0
