,Present_Price
0,5.59
3,4.15
6,8.12
7,8.61
8,8.89
9,8.92
11,10.38
25,4.99
28,3.95
33,9.95
36,7.2
39,7.98
47,4.15
53,30.61
57,18.54
62,35.96
63,35.96
66,23.15
71,12.48
74,8.93
80,14.89
82,25.39
87,13.74
88,6.05
89,6.76
90,18.61
98,18.61
100,1.9
104,1.47
106,3.45
109,1.47
113,1.4
116,1.47
122,1.17
129,0.84
137,0.787
144,0.99
148,0.94
159,0.51
168,0.73
169,0.54
174,0.72
177,0.57
178,0.52
185,0.58
187,0.51
198,0.57
199,0.58
202,5.7
212,13.6
213,6.79
215,9.4
216,4.43
218,9.4
223,9.4
227,4.43
229,6.79
231,9.4
232,14.79
233,5.7
235,9.4
237,13.6
241,7.13
243,7.6
251,9.9
257,13.6
258,13.6
260,13.6
264,7.0
265,8.7
275,13.6
276,13.6
278,8.4
280,5.9
284,5.9
293,9.9
