,Year,Selling_Price,Present_Price,Kms_Driven,Owner
0,2014,3.35,5.59,27000,0
3,2011,2.85,4.15,5200,0
6,2015,6.75,8.12,18796,0
7,2015,6.5,8.61,33429,0
8,2016,8.75,8.89,20273,0
9,2015,7.45,8.92,42367,0
11,2015,6.85,10.38,51000,0
25,2011,3.0,4.99,20000,0
28,2010,1.95,3.95,44542,0
33,2014,6.0,9.95,45000,0
36,2015,4.65,7.2,48767,0
39,2003,2.25,7.98,62000,0
47,2006,1.05,4.15,65000,0
53,2013,16.0,30.61,135000,0
57,2010,4.75,18.54,50000,0
62,2014,18.75,35.96,78000,0
63,2015,23.5,35.96,47000,0
66,2017,19.75,23.15,11000,0
71,2011,4.5,12.48,45000,0
74,2014,4.9,8.93,83000,0
80,2016,14.73,14.89,23000,0
82,2017,23.0,25.39,15000,0
87,2012,5.9,13.74,56000,0
88,2013,3.45,6.05,47000,0
89,2014,4.75,6.76,40000,0
90,2009,3.8,18.61,62000,0
98,2013,7.05,18.61,45000,0
100,2016,1.75,1.9,3000,0
104,2017,1.35,1.47,4100,0
106,2014,1.35,3.45,16500,1
109,2017,1.2,1.47,11000,0
113,2016,1.15,1.4,35000,0
116,2013,1.1,1.47,33000,0
122,2016,1.05,1.17,6000,0
129,2017,0.78,0.84,5000,0
137,2013,0.65,0.787,16000,0
144,2014,0.6,0.99,25000,0
148,2010,0.52,0.94,45000,0
159,2017,0.45,0.51,4000,0
168,2013,0.42,0.73,12000,0
169,2015,0.4,0.54,14000,0
174,2015,0.38,0.72,38600,0
177,2016,0.35,0.57,24000,0
178,2014,0.35,0.52,19000,0
185,2008,0.25,0.58,1900,0
187,2013,0.25,0.51,32000,0
198,2011,0.15,0.57,35000,1
199,2007,0.12,0.58,53000,0
202,2015,4.4,5.7,28200,0
212,2016,11.25,13.6,22671,0
213,2011,2.9,6.79,31604,0
215,2012,4.5,9.4,36100,0
216,2016,2.9,4.43,12500,0
218,2014,6.45,9.4,45078,0
223,2015,8.25,9.4,61381,0
227,2011,2.55,4.43,57000,0
229,2012,3.1,6.79,52132,0
231,2017,9.25,9.4,15001,0
232,2015,11.45,14.79,12900,0
233,2013,3.9,5.7,53000,0
235,2017,9.1,9.4,15141,0
237,2015,11.25,13.6,68000,0
241,2015,4.75,7.13,35866,1
243,2016,6.25,7.6,7000,0
251,2013,5.0,9.9,56701,0
257,2015,8.5,13.6,40324,0
258,2015,8.4,13.6,25000,0
260,2016,9.15,13.6,29223,0
264,2015,4.0,7.0,40026,0
265,2017,6.5,8.7,21200,0
275,2016,10.9,13.6,30753,0
276,2015,8.65,13.6,24800,0
278,2016,6.0,8.4,4000,0
280,2015,5.25,5.9,14465,0
284,2013,3.5,5.9,9800,0
293,2010,3.25,9.9,38000,0
