,Present_Price
3,4.15
4,6.87
5,9.83
6,8.12
18,5.09
22,8.01
29,10.38
30,5.98
33,9.95
34,8.06
35,7.74
53,30.61
55,15.04
63,35.96
69,20.91
71,12.48
75,6.8
76,14.68
77,12.35
80,14.89
81,7.85
84,13.46
86,92.6
87,13.74
90,18.61
92,13.7
93,30.61
95,18.61
102,1.78
103,1.6
104,1.47
107,1.5
115,1.47
127,0.8
132,0.95
138,0.87
139,0.95
143,0.84
150,0.826
154,0.88
164,0.54
171,0.55
177,0.57
178,0.52
190,0.75
193,0.65
195,0.32
199,0.58
201,6.79
208,8.1
211,14.79
212,13.6
214,5.7
221,6.79
225,4.6
232,14.79
234,5.7
235,9.4
238,9.4
240,9.4
248,4.6
249,7.6
251,9.9
256,13.6
257,13.6
258,13.6
259,7.0
261,5.97
263,7.7
271,10.0
277,13.6
278,8.4
284,5.9
288,13.6
291,6.1
293,9.9
297,5.9
