,Present_Price
0,5.59
1,9.54
2,9.85
3,4.15
4,6.87
5,9.83
6,8.12
8,8.89
9,8.92
10,3.6
12,9.94
13,7.71
14,7.21
16,10.79
17,10.79
18,5.09
19,7.98
20,3.95
21,5.71
22,8.01
23,3.46
25,4.99
26,5.87
27,6.49
29,10.38
32,7.49
33,9.95
35,7.74
36,7.2
37,2.28
38,3.76
39,7.98
40,7.87
41,3.98
42,7.15
45,12.04
47,4.15
50,30.61
51,30.61
55,15.04
56,7.27
57,18.54
59,35.96
60,18.61
61,7.7
62,35.96
63,35.96
64,36.23
65,6.95
68,13.74
69,20.91
70,6.76
71,12.48
72,18.61
73,5.71
74,8.93
75,6.8
76,14.68
77,12.35
78,22.83
79,30.61
81,7.85
82,25.39
83,13.46
85,23.73
86,92.6
87,13.74
88,6.05
89,6.76
90,18.61
91,16.09
93,30.61
95,18.61
97,18.64
98,18.61
99,20.45
100,1.9
101,1.82
102,1.78
104,1.47
105,2.37
106,3.45
107,1.5
108,1.5
109,1.47
110,1.78
112,2.4
113,1.4
114,1.47
116,1.47
117,1.9
119,1.9
120,1.26
121,1.5
122,1.17
123,1.47
124,1.75
125,1.75
127,0.8
128,0.87
129,0.84
130,0.87
131,0.82
132,0.95
135,0.74
137,0.787
138,0.87
139,0.95
140,1.2
142,0.84
143,0.84
144,0.99
145,0.81
147,0.84
148,0.94
149,0.94
151,0.55
152,0.99
153,0.99
154,0.88
155,0.51
156,0.52
157,0.84
158,0.54
159,0.51
160,0.95
161,0.826
162,0.99
163,0.95
164,0.54
165,0.54
167,0.81
169,0.54
171,0.55
172,0.64
174,0.72
175,0.787
177,0.57
178,0.52
179,1.05
181,0.48
182,0.58
186,0.52
187,0.51
188,0.57
189,0.57
190,0.75
192,0.75
194,0.787
195,0.32
196,0.52
197,0.51
198,0.57
199,0.58
201,6.79
202,5.7
203,4.6
204,4.43
205,5.7
209,5.7
210,4.6
211,14.79
212,13.6
213,6.79
214,5.7
215,9.4
216,4.43
217,4.43
218,9.4
219,9.4
221,6.79
222,7.6
223,9.4
224,9.4
225,4.6
226,5.7
227,4.43
228,9.4
229,6.79
230,9.4
231,9.4
232,14.79
233,5.7
234,5.7
235,9.4
236,4.43
237,13.6
240,9.4
241,7.13
242,7.13
244,9.4
246,6.79
247,9.4
248,4.6
249,7.6
250,13.6
251,9.9
252,6.82
253,9.9
254,9.9
255,5.35
257,13.6
258,13.6
259,7.0
260,13.6
262,5.8
263,7.7
266,7.0
267,9.4
268,5.8
269,10.0
270,10.0
272,10.0
273,7.5
275,13.6
276,13.6
278,8.4
279,13.6
281,7.6
284,5.9
286,7.9
287,7.5
288,13.6
289,13.6
290,6.4
291,6.1
292,8.4
293,9.9
294,6.8
295,13.09
296,11.6
297,5.9
298,11.0
299,12.5
300,5.9
