,Year,Selling_Price,Present_Price,Kms_Driven,Owner
7,2015,6.5,8.61,33429,0
11,2015,6.85,10.38,51000,0
15,2016,7.75,10.79,43000,0
24,2013,2.9,4.41,56879,0
28,2010,1.95,3.95,44542,0
30,2012,3.1,5.98,51439,0
31,2011,2.35,4.89,54200,0
34,2014,5.5,8.06,45000,0
43,2014,5.5,8.06,45780,0
44,2012,1.25,2.69,50000,0
46,2013,2.65,4.89,64532,0
48,2015,5.8,7.71,25870,0
49,2017,7.75,9.29,37000,0
52,2017,18.0,19.77,15000,0
53,2013,16.0,30.61,135000,0
54,2005,2.75,10.21,90000,0
58,2014,4.1,6.8,39485,1
66,2017,19.75,23.15,11000,0
67,2010,9.25,20.45,59000,0
80,2016,14.73,14.89,23000,0
84,2005,3.49,13.46,197176,0
92,2005,3.51,13.7,75000,0
94,2008,4.0,22.78,89000,0
96,2016,20.75,25.39,29000,0
103,2017,1.45,1.6,1200,0
111,2016,1.15,1.5,8700,0
115,2015,1.11,1.47,17500,0
118,2015,1.1,1.47,26000,0
126,2017,0.9,0.95,1300,0
133,2016,0.72,0.95,500,0
134,2017,0.65,0.81,11800,0
136,2014,0.65,1.2,23500,0
141,2016,0.6,0.8,20000,0
146,2014,0.55,0.787,15000,0
150,2011,0.5,0.826,6000,0
166,2016,0.45,0.55,1000,0
168,2013,0.42,0.73,12000,0
170,2012,0.4,0.83,5500,0
173,2017,0.4,0.51,1300,0
176,2011,0.35,1.05,30000,0
180,2012,0.3,0.51,60000,0
183,2013,0.27,0.47,21000,0
184,2008,0.25,0.75,26000,1
185,2008,0.25,0.58,1900,0
191,2012,0.2,0.57,25000,1
193,2013,0.2,0.65,24000,1
200,2006,0.1,0.75,92233,0
206,2017,5.75,7.13,12479,0
207,2015,5.15,5.7,34797,0
208,2017,7.9,8.1,3435,0
220,2017,3.5,4.43,38488,0
238,2013,4.8,9.4,60241,0
239,2012,2.0,4.43,23709,0
243,2016,6.25,7.6,7000,0
245,2012,5.2,9.4,71000,0
256,2016,10.25,13.6,49562,0
261,2016,5.5,5.97,5600,0
264,2015,4.0,7.0,40026,0
265,2017,6.5,8.7,21200,0
271,2009,3.0,10.0,69562,0
274,2014,5.3,6.8,16500,0
277,2015,9.7,13.6,21780,0
280,2015,5.25,5.9,14465,0
282,2014,8.25,14.0,63000,0
283,2016,8.99,11.8,9010,0
285,2016,7.4,8.5,15059,0
