,Year,Selling_Price,Present_Price,Kms_Driven,Owner
2,2017,7.25,9.85,6900,0
18,2015,3.25,5.09,35500,0
21,2017,4.9,5.71,2400,0
23,2014,2.5,3.46,45280,0
25,2011,3.0,4.99,20000,0
34,2014,5.5,8.06,45000,0
35,2011,2.95,7.74,49998,0
46,2013,2.65,4.89,64532,0
50,2012,14.9,30.61,104707,0
56,2015,4.5,7.27,40534,0
60,2013,6.95,18.61,40001,0
63,2015,23.5,35.96,47000,0
65,2014,4.75,6.95,45000,0
69,2016,14.25,20.91,12000,0
70,2014,3.95,6.76,71000,0
74,2014,4.9,8.93,83000,0
77,2004,1.5,12.35,135154,0
78,2010,5.25,22.83,80000,0
81,2015,4.75,7.85,40000,0
86,2010,35.0,92.6,78000,0
87,2012,5.9,13.74,56000,0
98,2013,7.05,18.61,45000,0
101,2017,1.7,1.82,1400,0
102,2017,1.65,1.78,4000,0
104,2017,1.35,1.47,4100,0
107,2013,1.25,1.5,15000,0
109,2017,1.2,1.47,11000,0
111,2016,1.15,1.5,8700,0
112,2014,1.15,2.4,7000,0
115,2015,1.11,1.47,17500,0
120,2016,1.05,1.26,5700,0
125,2009,0.9,1.75,40000,0
126,2017,0.9,0.95,1300,0
129,2017,0.78,0.84,5000,0
130,2017,0.75,0.87,11000,0
135,2015,0.65,0.74,5000,0
137,2013,0.65,0.787,16000,0
139,2015,0.6,0.95,16600,0
141,2016,0.6,0.8,20000,0
142,2015,0.6,0.84,29000,0
144,2014,0.6,0.99,25000,0
147,2015,0.55,0.84,58000,0
149,2016,0.51,0.94,24000,0
151,2016,0.5,0.55,31000,0
153,2013,0.5,0.99,45000,0
157,2015,0.48,0.84,23000,0
158,2017,0.48,0.54,8600,0
159,2017,0.45,0.51,4000,0
160,2011,0.45,0.95,24000,0
162,2012,0.45,0.99,14500,0
167,2014,0.42,0.81,42000,0
170,2012,0.4,0.83,5500,0
171,2015,0.4,0.55,6700,0
173,2017,0.4,0.51,1300,0
174,2015,0.38,0.72,38600,0
178,2014,0.35,0.52,19000,0
185,2008,0.25,0.58,1900,0
187,2013,0.25,0.51,32000,0
189,2005,0.2,0.57,55000,0
194,2008,0.2,0.787,50000,0
196,2008,0.17,0.52,500000,0
199,2007,0.12,0.58,53000,0
206,2017,5.75,7.13,12479,0
216,2016,2.9,4.43,12500,0
218,2014,6.45,9.4,45078,0
219,2012,4.5,9.4,36000,0
221,2013,4.5,6.79,32000,0
222,2014,6.0,7.6,77632,0
225,2011,2.7,4.6,22517,0
226,2015,5.25,5.7,24678,0
228,2012,4.95,9.4,60000,0
230,2013,6.15,9.4,45000,0
231,2017,9.25,9.4,15001,0
233,2013,3.9,5.7,53000,0
250,2016,12.9,13.6,35934,0
251,2013,5.0,9.9,56701,0
253,2014,7.2,9.9,48000,0
254,2013,5.25,9.9,54242,0
255,2012,3.0,5.35,53675,0
260,2016,9.15,13.6,29223,0
264,2015,4.0,7.0,40026,0
265,2017,6.5,8.7,21200,0
266,2014,3.65,7.0,35000,0
273,2010,2.25,7.5,61203,0
275,2016,10.9,13.6,30753,0
278,2016,6.0,8.4,4000,0
285,2016,7.4,8.5,15059,0
289,2016,10.11,13.6,10980,0
293,2010,3.25,9.9,38000,0
297,2015,4.0,5.9,60000,0
