,Present_Price
0,5.59
1,9.54
2,9.85
3,4.15
5,9.83
9,8.92
11,10.38
12,9.94
13,7.71
14,7.21
16,10.79
19,7.98
20,3.95
22,8.01
24,4.41
25,4.99
26,5.87
27,6.49
28,3.95
29,10.38
30,5.98
31,4.89
32,7.49
34,8.06
36,7.2
37,2.28
39,7.98
40,7.87
42,7.15
44,2.69
46,4.89
47,4.15
48,7.71
49,9.29
50,30.61
53,30.61
54,10.21
55,15.04
57,18.54
58,6.8
60,18.61
61,7.7
62,35.96
63,35.96
65,6.95
66,23.15
68,13.74
69,20.91
70,6.76
71,12.48
73,5.71
77,12.35
78,22.83
79,30.61
82,25.39
83,13.46
84,13.46
85,23.73
86,92.6
87,13.74
88,6.05
89,6.76
90,18.61
91,16.09
93,30.61
94,22.78
95,18.61
96,25.39
97,18.64
98,18.61
99,20.45
100,1.9
101,1.82
105,2.37
107,1.5
108,1.5
109,1.47
110,1.78
111,1.5
114,1.47
115,1.47
116,1.47
117,1.9
118,1.47
119,1.9
120,1.26
122,1.17
124,1.75
126,0.95
127,0.8
128,0.87
129,0.84
131,0.82
132,0.95
133,0.95
135,0.74
136,1.2
137,0.787
138,0.87
140,1.2
142,0.84
144,0.99
145,0.81
147,0.84
148,0.94
149,0.94
150,0.826
153,0.99
154,0.88
155,0.51
156,0.52
157,0.84
158,0.54
160,0.95
161,0.826
163,0.95
167,0.81
169,0.54
170,0.83
172,0.64
173,0.51
174,0.72
175,0.787
176,1.05
177,0.57
179,1.05
180,0.51
184,0.75
185,0.58
186,0.52
188,0.57
191,0.57
192,0.75
193,0.65
194,0.787
195,0.32
196,0.52
197,0.51
198,0.57
199,0.58
201,6.79
202,5.7
203,4.6
204,4.43
205,5.7
207,5.7
208,8.1
209,5.7
210,4.6
211,14.79
212,13.6
213,6.79
214,5.7
215,9.4
217,4.43
218,9.4
219,9.4
221,6.79
222,7.6
223,9.4
225,4.6
230,9.4
232,14.79
233,5.7
234,5.7
235,9.4
237,13.6
238,9.4
239,4.43
240,9.4
241,7.13
242,7.13
243,7.6
244,9.4
247,9.4
249,7.6
250,13.6
251,9.9
252,6.82
253,9.9
257,13.6
259,7.0
260,13.6
261,5.97
262,5.8
263,7.7
264,7.0
265,8.7
266,7.0
268,5.8
269,10.0
270,10.0
272,10.0
273,7.5
274,6.8
275,13.6
277,13.6
279,13.6
280,5.9
282,14.0
283,11.8
284,5.9
286,7.9
287,7.5
288,13.6
289,13.6
292,8.4
294,6.8
295,13.09
296,11.6
297,5.9
298,11.0
300,5.9
