,Year,Selling_Price,Present_Price,Kms_Driven,Owner
4,2014,4.6,6.87,42450,0
6,2015,6.75,8.12,18796,0
7,2015,6.5,8.61,33429,0
8,2016,8.75,8.89,20273,0
10,2017,2.85,3.6,2135,0
15,2016,7.75,10.79,43000,0
17,2016,7.75,10.79,43000,0
18,2015,3.25,5.09,35500,0
21,2017,4.9,5.71,2400,0
23,2014,2.5,3.46,45280,0
33,2014,6.0,9.95,45000,0
35,2011,2.95,7.74,49998,0
38,2016,3.0,3.76,10079,0
41,2014,2.55,3.98,46706,0
43,2014,5.5,8.06,45780,0
45,2014,7.5,12.04,15000,0
51,2015,23.0,30.61,40000,0
52,2017,18.0,19.77,15000,0
56,2015,4.5,7.27,40534,0
59,2014,19.99,35.96,41000,0
64,2017,33.0,36.23,6000,0
67,2010,9.25,20.45,59000,0
72,2013,7.45,18.61,56001,0
74,2014,4.9,8.93,83000,0
75,2015,3.95,6.8,36000,0
76,2013,5.5,14.68,72000,0
80,2016,14.73,14.89,23000,0
81,2015,4.75,7.85,40000,0
92,2005,3.51,13.7,75000,0
102,2017,1.65,1.78,4000,0
103,2017,1.45,1.6,1200,0
104,2017,1.35,1.47,4100,0
106,2014,1.35,3.45,16500,1
112,2014,1.15,2.4,7000,0
113,2016,1.15,1.4,35000,0
121,2011,1.05,1.5,6900,0
123,2013,1.0,1.47,46500,0
125,2009,0.9,1.75,40000,0
130,2017,0.75,0.87,11000,0
134,2017,0.65,0.81,11800,0
139,2015,0.6,0.95,16600,0
141,2016,0.6,0.8,20000,0
143,2016,0.6,0.84,25000,0
146,2014,0.55,0.787,15000,0
151,2016,0.5,0.55,31000,0
152,2012,0.5,0.99,13000,0
159,2017,0.45,0.51,4000,0
162,2012,0.45,0.99,14500,0
164,2016,0.45,0.54,14000,0
165,2016,0.45,0.54,500,0
166,2016,0.45,0.55,1000,0
168,2013,0.42,0.73,12000,0
171,2015,0.4,0.55,6700,0
178,2014,0.35,0.52,19000,0
181,2016,0.3,0.48,50000,0
182,2013,0.3,0.58,30000,0
183,2013,0.27,0.47,21000,0
187,2013,0.25,0.51,32000,0
189,2005,0.2,0.57,55000,0
190,2008,0.2,0.75,60000,0
200,2006,0.1,0.75,92233,0
206,2017,5.75,7.13,12479,0
216,2016,2.9,4.43,12500,0
220,2017,3.5,4.43,38488,0
224,2013,5.11,9.4,36198,0
226,2015,5.25,5.7,24678,0
227,2011,2.55,4.43,57000,0
228,2012,4.95,9.4,60000,0
229,2012,3.1,6.79,52132,0
231,2017,9.25,9.4,15001,0
236,2016,3.1,4.43,11849,0
245,2012,5.2,9.4,71000,0
246,2012,3.75,6.79,35000,0
248,2013,4.0,4.6,30000,0
254,2013,5.25,9.9,54242,0
255,2012,3.0,5.35,53675,0
256,2016,10.25,13.6,49562,0
258,2015,8.4,13.6,25000,0
267,2016,8.35,9.4,19434,0
271,2009,3.0,10.0,69562,0
276,2015,8.65,13.6,24800,0
278,2016,6.0,8.4,4000,0
281,2006,2.1,7.6,50456,0
285,2016,7.4,8.5,15059,0
290,2014,4.5,6.4,19000,0
291,2015,5.4,6.1,31427,0
293,2010,3.25,9.9,38000,0
299,2017,11.5,12.5,9000,0
