,Present_Price
2,9.85
3,4.15
4,6.87
5,9.83
6,8.12
10,3.6
11,10.38
13,7.71
14,7.21
15,10.79
19,7.98
21,5.71
23,3.46
25,4.99
26,5.87
27,6.49
29,10.38
32,7.49
33,9.95
34,8.06
36,7.2
37,2.28
38,3.76
39,7.98
40,7.87
41,3.98
42,7.15
45,12.04
46,4.89
47,4.15
48,7.71
49,9.29
51,30.61
52,19.77
54,10.21
55,15.04
56,7.27
57,18.54
58,6.8
59,35.96
60,18.61
61,7.7
62,35.96
63,35.96
64,36.23
65,6.95
66,23.15
67,20.45
68,13.74
69,20.91
72,18.61
74,8.93
75,6.8
78,22.83
80,14.89
82,25.39
83,13.46
84,13.46
85,23.73
86,92.6
87,13.74
88,6.05
91,16.09
95,18.61
98,18.61
99,20.45
101,1.82
103,1.6
104,1.47
105,2.37
107,1.5
108,1.5
109,1.47
110,1.78
113,1.4
115,1.47
116,1.47
117,1.9
119,1.9
120,1.26
121,1.5
122,1.17
123,1.47
128,0.87
130,0.87
131,0.82
132,0.95
134,0.81
135,0.74
136,1.2
137,0.787
139,0.95
140,1.2
141,0.8
142,0.84
143,0.84
145,0.81
146,0.787
147,0.84
150,0.826
152,0.99
153,0.99
154,0.88
155,0.51
157,0.84
158,0.54
159,0.51
161,0.826
163,0.95
164,0.54
166,0.55
167,0.81
168,0.73
169,0.54
171,0.55
173,0.51
175,0.787
176,1.05
177,0.57
178,0.52
179,1.05
180,0.51
181,0.48
183,0.47
184,0.75
186,0.52
187,0.51
188,0.57
189,0.57
190,0.75
192,0.75
195,0.32
196,0.52
197,0.51
199,0.58
200,0.75
201,6.79
202,5.7
203,4.6
205,5.7
206,7.13
208,8.1
209,5.7
210,4.6
212,13.6
215,9.4
216,4.43
217,4.43
218,9.4
219,9.4
220,4.43
221,6.79
222,7.6
223,9.4
224,9.4
225,4.6
226,5.7
227,4.43
229,6.79
230,9.4
231,9.4
232,14.79
233,5.7
234,5.7
236,4.43
238,9.4
240,9.4
241,7.13
242,7.13
243,7.6
245,9.4
246,6.79
248,4.6
249,7.6
250,13.6
251,9.9
252,6.82
253,9.9
254,9.9
255,5.35
256,13.6
257,13.6
260,13.6
261,5.97
262,5.8
263,7.7
264,7.0
265,8.7
266,7.0
267,9.4
268,5.8
269,10.0
271,10.0
272,10.0
274,6.8
275,13.6
276,13.6
277,13.6
278,8.4
280,5.9
281,7.6
283,11.8
284,5.9
289,13.6
290,6.4
291,6.1
292,8.4
297,5.9
298,11.0
299,12.5
300,5.9
