,Present_Price
0,5.59
1,9.54
7,8.61
8,8.89
9,8.92
12,9.94
16,10.79
17,10.79
18,5.09
20,3.95
22,8.01
24,4.41
28,3.95
30,5.98
31,4.89
35,7.74
43,8.06
44,2.69
50,30.61
53,30.61
70,6.76
71,12.48
73,5.71
76,14.68
77,12.35
79,30.61
81,7.85
89,6.76
90,18.61
92,13.7
93,30.61
94,22.78
96,25.39
97,18.64
100,1.9
102,1.78
106,3.45
111,1.5
112,2.4
114,1.47
118,1.47
124,1.75
125,1.75
126,0.95
127,0.8
129,0.84
133,0.95
138,0.87
144,0.99
148,0.94
149,0.94
151,0.55
156,0.52
160,0.95
162,0.99
165,0.54
170,0.83
172,0.64
174,0.72
182,0.58
185,0.58
191,0.57
193,0.65
194,0.787
198,0.57
204,4.43
207,5.7
211,14.79
213,6.79
214,5.7
228,9.4
235,9.4
237,13.6
239,4.43
244,9.4
247,9.4
258,13.6
259,7.0
270,10.0
273,7.5
279,13.6
282,14.0
285,8.5
286,7.9
287,7.5
288,13.6
293,9.9
294,6.8
295,13.09
296,11.6
