,Year,Selling_Price,Present_Price,Kms_Driven,Owner
0,2014,3.35,5.59,27000,0
1,2013,4.75,9.54,43000,0
7,2015,6.5,8.61,33429,0
8,2016,8.75,8.89,20273,0
9,2015,7.45,8.92,42367,0
12,2015,7.5,9.94,15000,0
16,2015,7.25,10.79,41678,0
17,2016,7.75,10.79,43000,0
18,2015,3.25,5.09,35500,0
20,2016,2.85,3.95,25000,0
22,2011,4.4,8.01,50000,0
24,2013,2.9,4.41,56879,0
28,2010,1.95,3.95,44542,0
30,2012,3.1,5.98,51439,0
31,2011,2.35,4.89,54200,0
35,2011,2.95,7.74,49998,0
43,2014,5.5,8.06,45780,0
44,2012,1.25,2.69,50000,0
50,2012,14.9,30.61,104707,0
53,2013,16.0,30.61,135000,0
70,2014,3.95,6.76,71000,0
71,2011,4.5,12.48,45000,0
73,2011,2.65,5.71,43000,0
76,2013,5.5,14.68,72000,0
77,2004,1.5,12.35,135154,0
79,2012,14.5,30.61,89000,0
81,2015,4.75,7.85,40000,0
89,2014,4.75,6.76,40000,0
90,2009,3.8,18.61,62000,0
92,2005,3.51,13.7,75000,0
93,2015,23.0,30.61,40000,0
94,2008,4.0,22.78,89000,0
96,2016,20.75,25.39,29000,0
97,2017,17.0,18.64,8700,0
100,2016,1.75,1.9,3000,0
102,2017,1.65,1.78,4000,0
106,2014,1.35,3.45,16500,1
111,2016,1.15,1.5,8700,0
112,2014,1.15,2.4,7000,0
114,2015,1.15,1.47,17000,0
118,2015,1.1,1.47,26000,0
124,2012,0.95,1.75,11500,0
125,2009,0.9,1.75,40000,0
126,2017,0.9,0.95,1300,0
127,2016,0.75,0.8,7000,0
129,2017,0.78,0.84,5000,0
133,2016,0.72,0.95,500,0
138,2016,0.6,0.87,15000,0
144,2014,0.6,0.99,25000,0
148,2010,0.52,0.94,45000,0
149,2016,0.51,0.94,24000,0
151,2016,0.5,0.55,31000,0
156,2017,0.48,0.52,15000,0
160,2011,0.45,0.95,24000,0
162,2012,0.45,0.99,14500,0
165,2016,0.45,0.54,500,0
170,2012,0.4,0.83,5500,0
172,2014,0.4,0.64,13700,0
174,2015,0.38,0.72,38600,0
182,2013,0.3,0.58,30000,0
185,2008,0.25,0.58,1900,0
191,2012,0.2,0.57,25000,1
193,2013,0.2,0.65,24000,1
194,2008,0.2,0.787,50000,0
198,2011,0.15,0.57,35000,1
204,2015,2.75,4.43,28282,0
207,2015,5.15,5.7,34797,0
211,2015,11.75,14.79,43535,0
213,2011,2.9,6.79,31604,0
214,2017,5.25,5.7,20114,0
228,2012,4.95,9.4,60000,0
235,2017,9.1,9.4,15141,0
237,2015,11.25,13.6,68000,0
239,2012,2.0,4.43,23709,0
244,2013,5.95,9.4,49000,0
247,2015,5.95,9.4,36000,0
258,2015,8.4,13.6,25000,0
259,2014,3.9,7.0,36054,0
270,2011,4.1,10.0,69341,0
273,2010,2.25,7.5,61203,0
279,2014,6.25,13.6,40126,0
282,2014,8.25,14.0,63000,0
285,2016,7.4,8.5,15059,0
286,2016,5.65,7.9,28569,0
287,2015,5.75,7.5,44000,0
288,2015,8.4,13.6,34000,0
293,2010,3.25,9.9,38000,0
294,2014,3.75,6.8,33019,0
295,2015,8.55,13.09,60076,0
296,2016,9.5,11.6,33988,0
