,Year,Selling_Price,Present_Price,Kms_Driven,Owner
3,2011,2.85,4.15,5200,0
7,2015,6.5,8.61,33429,0
8,2016,8.75,8.89,20273,0
15,2016,7.75,10.79,43000,0
16,2015,7.25,10.79,41678,0
25,2011,3.0,4.99,20000,0
33,2014,6.0,9.95,45000,0
44,2012,1.25,2.69,50000,0
45,2014,7.5,12.04,15000,0
46,2013,2.65,4.89,64532,0
47,2006,1.05,4.15,65000,0
57,2010,4.75,18.54,50000,0
61,2015,4.5,7.7,40588,0
69,2016,14.25,20.91,12000,0
72,2013,7.45,18.61,56001,0
74,2014,4.9,8.93,83000,0
75,2015,3.95,6.8,36000,0
76,2013,5.5,14.68,72000,0
87,2012,5.9,13.74,56000,0
91,2014,11.25,16.09,58242,0
92,2005,3.51,13.7,75000,0
93,2015,23.0,30.61,40000,0
96,2016,20.75,25.39,29000,0
102,2017,1.65,1.78,4000,0
104,2017,1.35,1.47,4100,0
108,2016,1.2,1.5,18000,0
110,2016,1.2,1.78,6000,0
111,2016,1.15,1.5,8700,0
114,2015,1.15,1.47,17000,0
117,2015,1.1,1.9,14000,0
120,2016,1.05,1.26,5700,0
122,2016,1.05,1.17,6000,0
126,2017,0.9,0.95,1300,0
128,2017,0.8,0.87,3000,0
133,2016,0.72,0.95,500,0
134,2017,0.65,0.81,11800,0
136,2014,0.65,1.2,23500,0
137,2013,0.65,0.787,16000,0
139,2015,0.6,0.95,16600,0
145,2012,0.6,0.81,19000,0
146,2014,0.55,0.787,15000,0
154,2014,0.5,0.88,8000,0
155,2017,0.48,0.51,4300,0
157,2015,0.48,0.84,23000,0
159,2017,0.45,0.51,4000,0
164,2016,0.45,0.54,14000,0
167,2014,0.42,0.81,42000,0
168,2013,0.42,0.73,12000,0
174,2015,0.38,0.72,38600,0
180,2012,0.3,0.51,60000,0
181,2016,0.3,0.48,50000,0
189,2005,0.2,0.57,55000,0
192,2007,0.2,0.75,49000,1
193,2013,0.2,0.65,24000,1
200,2006,0.1,0.75,92233,0
207,2015,5.15,5.7,34797,0
211,2015,11.75,14.79,43535,0
220,2017,3.5,4.43,38488,0
228,2012,4.95,9.4,60000,0
231,2017,9.25,9.4,15001,0
232,2015,11.45,14.79,12900,0
245,2012,5.2,9.4,71000,0
249,2016,5.25,7.6,17000,0
250,2016,12.9,13.6,35934,0
258,2015,8.4,13.6,25000,0
261,2016,5.5,5.97,5600,0
262,2015,4.0,5.8,40023,0
264,2015,4.0,7.0,40026,0
270,2011,4.1,10.0,69341,0
275,2016,10.9,13.6,30753,0
278,2016,6.0,8.4,4000,0
282,2014,8.25,14.0,63000,0
283,2016,8.99,11.8,9010,0
286,2016,5.65,7.9,28569,0
287,2015,5.75,7.5,44000,0
293,2010,3.25,9.9,38000,0
299,2017,11.5,12.5,9000,0
