,Year,Selling_Price,Present_Price,Kms_Driven,Owner
3,2011,2.85,4.15,5200,0
6,2015,6.75,8.12,18796,0
10,2017,2.85,3.6,2135,0
11,2015,6.85,10.38,51000,0
21,2017,4.9,5.71,2400,0
31,2011,2.35,4.89,54200,0
34,2014,5.5,8.06,45000,0
39,2003,2.25,7.98,62000,0
40,2016,5.85,7.87,24524,0
42,2008,1.95,7.15,58000,0
48,2015,5.8,7.71,25870,0
49,2017,7.75,9.29,37000,0
54,2005,2.75,10.21,90000,0
57,2010,4.75,18.54,50000,0
60,2013,6.95,18.61,40001,0
64,2017,33.0,36.23,6000,0
65,2014,4.75,6.95,45000,0
66,2017,19.75,23.15,11000,0
67,2010,9.25,20.45,59000,0
71,2011,4.5,12.48,45000,0
72,2013,7.45,18.61,56001,0
80,2016,14.73,14.89,23000,0
86,2010,35.0,92.6,78000,0
87,2012,5.9,13.74,56000,0
92,2005,3.51,13.7,75000,0
97,2017,17.0,18.64,8700,0
99,2010,9.65,20.45,50024,0
100,2016,1.75,1.9,3000,0
118,2015,1.1,1.47,26000,0
122,2016,1.05,1.17,6000,0
130,2017,0.75,0.87,11000,0
131,2015,0.75,0.82,18000,0
134,2017,0.65,0.81,11800,0
147,2015,0.55,0.84,58000,0
154,2014,0.5,0.88,8000,0
157,2015,0.48,0.84,23000,0
158,2017,0.48,0.54,8600,0
167,2014,0.42,0.81,42000,0
170,2012,0.4,0.83,5500,0
173,2017,0.4,0.51,1300,0
174,2015,0.38,0.72,38600,0
179,2010,0.31,1.05,213000,0
195,2015,0.18,0.32,35000,0
197,2010,0.16,0.51,33000,0
205,2016,5.25,5.7,3493,1
208,2017,7.9,8.1,3435,0
218,2014,6.45,9.4,45078,0
220,2017,3.5,4.43,38488,0
221,2013,4.5,6.79,32000,0
222,2014,6.0,7.6,77632,0
229,2012,3.1,6.79,52132,0
234,2015,5.5,5.7,4492,0
237,2015,11.25,13.6,68000,0
239,2012,2.0,4.43,23709,0
240,2012,5.35,9.4,32322,0
241,2015,4.75,7.13,35866,1
247,2015,5.95,9.4,36000,0
259,2014,3.9,7.0,36054,0
260,2016,9.15,13.6,29223,0
280,2015,5.25,5.9,14465,0
281,2006,2.1,7.6,50456,0
285,2016,7.4,8.5,15059,0
288,2015,8.4,13.6,34000,0
291,2015,5.4,6.1,31427,0
293,2010,3.25,9.9,38000,0
295,2015,8.55,13.09,60076,0
298,2009,3.35,11.0,87934,0
300,2016,5.3,5.9,5464,0
