,Present_Price
3,4.15
12,9.94
17,10.79
20,3.95
22,8.01
26,5.87
29,10.38
32,7.49
34,8.06
35,7.74
36,7.2
38,3.76
39,7.98
40,7.87
41,3.98
45,12.04
46,4.89
47,4.15
51,30.61
53,30.61
54,10.21
56,7.27
58,6.8
60,18.61
63,35.96
73,5.71
77,12.35
82,25.39
88,6.05
89,6.76
92,13.7
93,30.61
94,22.78
98,18.61
100,1.9
103,1.6
105,2.37
108,1.5
109,1.47
112,2.4
124,1.75
126,0.95
132,0.95
135,0.74
138,0.87
144,0.99
154,0.88
162,0.99
169,0.54
175,0.787
181,0.48
184,0.75
185,0.58
190,0.75
192,0.75
195,0.32
206,7.13
208,8.1
211,14.79
214,5.7
216,4.43
218,9.4
219,9.4
227,4.43
228,9.4
234,5.7
245,9.4
248,4.6
249,7.6
252,6.82
271,10.0
272,10.0
275,13.6
278,8.4
280,5.9
281,7.6
282,14.0
289,13.6
290,6.4
296,11.6
299,12.5
