,Year,Selling_Price,Present_Price,Kms_Driven,Owner
1,2013,4.75,9.54,43000,0
4,2014,4.6,6.87,42450,0
7,2015,6.5,8.61,33429,0
14,2009,2.25,7.21,77427,0
17,2016,7.75,10.79,43000,0
20,2016,2.85,3.95,25000,0
28,2010,1.95,3.95,44542,0
35,2011,2.95,7.74,49998,0
38,2016,3.0,3.76,10079,0
43,2014,5.5,8.06,45780,0
45,2014,7.5,12.04,15000,0
46,2013,2.65,4.89,64532,0
48,2015,5.8,7.71,25870,0
50,2012,14.9,30.61,104707,0
54,2005,2.75,10.21,90000,0
68,2011,4.35,13.74,88000,0
78,2010,5.25,22.83,80000,0
79,2012,14.5,30.61,89000,0
81,2015,4.75,7.85,40000,0
83,2015,12.5,13.46,38000,0
87,2012,5.9,13.74,56000,0
88,2013,3.45,6.05,47000,0
89,2014,4.75,6.76,40000,0
90,2009,3.8,18.61,62000,0
93,2015,23.0,30.61,40000,0
104,2017,1.35,1.47,4100,0
105,2015,1.35,2.37,21700,0
108,2016,1.2,1.5,18000,0
117,2015,1.1,1.9,14000,0
119,2013,1.05,1.9,5400,0
130,2017,0.75,0.87,11000,0
137,2013,0.65,0.787,16000,0
140,2013,0.6,1.2,32000,0
145,2012,0.6,0.81,19000,0
149,2016,0.51,0.94,24000,0
152,2012,0.5,0.99,13000,0
154,2014,0.5,0.88,8000,0
157,2015,0.48,0.84,23000,0
160,2011,0.45,0.95,24000,0
163,2010,0.45,0.95,27000,0
165,2016,0.45,0.54,500,0
166,2016,0.45,0.55,1000,0
170,2012,0.4,0.83,5500,0
171,2015,0.4,0.55,6700,0
175,2011,0.38,0.787,75000,0
176,2011,0.35,1.05,30000,0
179,2010,0.31,1.05,213000,0
186,2010,0.25,0.52,22000,0
188,2013,0.25,0.57,18000,0
193,2013,0.2,0.65,24000,1
197,2010,0.16,0.51,33000,0
203,2011,2.95,4.6,53460,0
210,2012,3.1,4.6,35775,0
216,2016,2.9,4.43,12500,0
217,2016,3.15,4.43,15000,0
219,2012,4.5,9.4,36000,0
220,2017,3.5,4.43,38488,0
221,2013,4.5,6.79,32000,0
226,2015,5.25,5.7,24678,0
231,2017,9.25,9.4,15001,0
237,2015,11.25,13.6,68000,0
245,2012,5.2,9.4,71000,0
248,2013,4.0,4.6,30000,0
249,2016,5.25,7.6,17000,0
262,2015,4.0,5.8,40023,0
267,2016,8.35,9.4,19434,0
269,2015,6.7,10.0,18828,0
283,2016,8.99,11.8,9010,0
287,2015,5.75,7.5,44000,0
289,2016,10.11,13.6,10980,0
291,2015,5.4,6.1,31427,0
292,2016,6.4,8.4,12000,0
297,2015,4.0,5.9,60000,0
299,2017,11.5,12.5,9000,0
