,Present_Price
0,5.59
1,9.54
2,9.85
3,4.15
4,6.87
5,9.83
7,8.61
8,8.89
9,8.92
14,7.21
15,10.79
17,10.79
18,5.09
19,7.98
20,3.95
21,5.71
22,8.01
24,4.41
25,4.99
26,5.87
28,3.95
29,10.38
32,7.49
33,9.95
36,7.2
38,3.76
39,7.98
40,7.87
43,8.06
45,12.04
46,4.89
48,7.71
51,30.61
52,19.77
53,30.61
54,10.21
56,7.27
58,6.8
60,18.61
61,7.7
66,23.15
67,20.45
69,20.91
71,12.48
72,18.61
73,5.71
74,8.93
76,14.68
77,12.35
79,30.61
80,14.89
81,7.85
83,13.46
86,92.6
88,6.05
89,6.76
90,18.61
91,16.09
93,30.61
95,18.61
96,25.39
97,18.64
98,18.61
99,20.45
101,1.82
102,1.78
103,1.6
104,1.47
106,3.45
107,1.5
108,1.5
109,1.47
110,1.78
111,1.5
112,2.4
113,1.4
114,1.47
117,1.9
118,1.47
119,1.9
120,1.26
121,1.5
122,1.17
123,1.47
124,1.75
125,1.75
126,0.95
127,0.8
128,0.87
129,0.84
130,0.87
132,0.95
135,0.74
136,1.2
137,0.787
138,0.87
140,1.2
144,0.99
146,0.787
147,0.84
148,0.94
150,0.826
151,0.55
153,0.99
154,0.88
155,0.51
156,0.52
158,0.54
159,0.51
161,0.826
163,0.95
164,0.54
165,0.54
167,0.81
168,0.73
169,0.54
170,0.83
172,0.64
173,0.51
174,0.72
175,0.787
176,1.05
177,0.57
178,0.52
180,0.51
181,0.48
182,0.58
184,0.75
185,0.58
186,0.52
188,0.57
190,0.75
191,0.57
193,0.65
194,0.787
195,0.32
196,0.52
197,0.51
198,0.57
201,6.79
203,4.6
205,5.7
206,7.13
207,5.7
208,8.1
209,5.7
212,13.6
214,5.7
215,9.4
216,4.43
217,4.43
218,9.4
220,4.43
221,6.79
222,7.6
224,9.4
225,4.6
226,5.7
227,4.43
228,9.4
229,6.79
230,9.4
231,9.4
233,5.7
234,5.7
235,9.4
237,13.6
238,9.4
241,7.13
242,7.13
244,9.4
246,6.79
247,9.4
248,4.6
249,7.6
251,9.9
252,6.82
254,9.9
255,5.35
256,13.6
257,13.6
258,13.6
259,7.0
260,13.6
261,5.97
262,5.8
263,7.7
264,7.0
265,8.7
266,7.0
267,9.4
268,5.8
269,10.0
271,10.0
273,7.5
274,6.8
275,13.6
276,13.6
277,13.6
280,5.9
282,14.0
283,11.8
285,8.5
286,7.9
287,7.5
288,13.6
289,13.6
290,6.4
292,8.4
293,9.9
294,6.8
295,13.09
298,11.0
299,12.5
