,Year,Selling_Price,Present_Price,Kms_Driven,Owner
6,2015,6.75,8.12,18796,0
10,2017,2.85,3.6,2135,0
11,2015,6.85,10.38,51000,0
12,2015,7.5,9.94,15000,0
13,2015,6.1,7.71,26000,0
16,2015,7.25,10.79,41678,0
23,2014,2.5,3.46,45280,0
27,2017,6.0,6.49,16200,0
30,2012,3.1,5.98,51439,0
31,2011,2.35,4.89,54200,0
34,2014,5.5,8.06,45000,0
35,2011,2.95,7.74,49998,0
37,2003,0.35,2.28,127000,0
41,2014,2.55,3.98,46706,0
42,2008,1.95,7.15,58000,0
44,2012,1.25,2.69,50000,0
47,2006,1.05,4.15,65000,0
49,2017,7.75,9.29,37000,0
50,2012,14.9,30.61,104707,0
55,2009,3.6,15.04,70000,0
57,2010,4.75,18.54,50000,0
59,2014,19.99,35.96,41000,0
62,2014,18.75,35.96,78000,0
63,2015,23.5,35.96,47000,0
64,2017,33.0,36.23,6000,0
65,2014,4.75,6.95,45000,0
68,2011,4.35,13.74,88000,0
70,2014,3.95,6.76,71000,0
75,2015,3.95,6.8,36000,0
78,2010,5.25,22.83,80000,0
82,2017,23.0,25.39,15000,0
84,2005,3.49,13.46,197176,0
85,2006,2.5,23.73,142000,3
87,2012,5.9,13.74,56000,0
92,2005,3.51,13.7,75000,0
94,2008,4.0,22.78,89000,0
100,2016,1.75,1.9,3000,0
105,2015,1.35,2.37,21700,0
115,2015,1.11,1.47,17500,0
116,2013,1.1,1.47,33000,0
131,2015,0.75,0.82,18000,0
133,2016,0.72,0.95,500,0
134,2017,0.65,0.81,11800,0
139,2015,0.6,0.95,16600,0
141,2016,0.6,0.8,20000,0
142,2015,0.6,0.84,29000,0
143,2016,0.6,0.84,25000,0
145,2012,0.6,0.81,19000,0
149,2016,0.51,0.94,24000,0
152,2012,0.5,0.99,13000,0
157,2015,0.48,0.84,23000,0
160,2011,0.45,0.95,24000,0
162,2012,0.45,0.99,14500,0
166,2016,0.45,0.55,1000,0
171,2015,0.4,0.55,6700,0
179,2010,0.31,1.05,213000,0
183,2013,0.27,0.47,21000,0
187,2013,0.25,0.51,32000,0
189,2005,0.2,0.57,55000,0
192,2007,0.2,0.75,49000,1
199,2007,0.12,0.58,53000,0
200,2006,0.1,0.75,92233,0
202,2015,4.4,5.7,28200,0
204,2015,2.75,4.43,28282,0
210,2012,3.1,4.6,35775,0
211,2015,11.75,14.79,43535,0
213,2011,2.9,6.79,31604,0
219,2012,4.5,9.4,36000,0
223,2015,8.25,9.4,61381,0
232,2015,11.45,14.79,12900,0
236,2016,3.1,4.43,11849,0
239,2012,2.0,4.43,23709,0
240,2012,5.35,9.4,32322,0
243,2016,6.25,7.6,7000,0
245,2012,5.2,9.4,71000,0
250,2016,12.9,13.6,35934,0
253,2014,7.2,9.9,48000,0
270,2011,4.1,10.0,69341,0
272,2015,7.5,10.0,27600,0
278,2016,6.0,8.4,4000,0
279,2014,6.25,13.6,40126,0
281,2006,2.1,7.6,50456,0
284,2013,3.5,5.9,9800,0
291,2015,5.4,6.1,31427,0
296,2016,9.5,11.6,33988,0
297,2015,4.0,5.9,60000,0
300,2016,5.3,5.9,5464,0
